date,rainfall,gwl,api
29-07-1993,0,10.58,48.96
30-07-1993,0,10.58,48.19
31-07-1993,0,10.58,47.42
01-08-1993,0,10.58,46.66
02-08-1993,0,10.58,45.89
03-08-1993,0,10.58,45.12
04-08-1993,0,10.58,44.36
05-08-1993,0,10.59,43.59
06-08-1993,0,10.59,42.82
07-08-1993,0,10.59,42.06
08-08-1993,0,10.59,41.29
09-08-1993,0,10.59,40.52
10-08-1993,0,10.59,39.76
11-08-1993,0,10.59,38.99
12-08-1993,0,10.59,38.22
13-08-1993,0,10.59,37.46
14-08-1993,0,10.59,36.69
15-08-1993,0,10.6,35.92
16-08-1993,0,10.6,35.16
17-08-1993,0,10.6,34.39
18-08-1993,0,10.6,33.62
19-08-1993,0,10.6,32.86
20-08-1993,1,10.63,33.1
21-08-1993,0,10.36,32.32
22-08-1993,0,10.09,31.54
23-08-1993,0,9.82,30.77
24-08-1993,0,9.54,29.99
25-08-1993,0,9.27,29.21
26-08-1993,0,9,28.43
27-08-1993,0,8.73,27.66
28-08-1993,0,8.46,26.88
29-08-1993,0,8.19,26.1
30-08-1993,0,7.92,25.32
31-08-1993,0,7.65,24.54
01-09-1993,0,7.37,23.77
02-09-1993,0,7.1,22.99
03-09-1993,0,6.83,22.19
04-09-1993,0,6.56,21.43
05-09-1993,24,7.71,44.94
06-09-1993,29,7.53,73.24
07-09-1993,8,7.93,79.99
08-09-1993,18,8.3,96.76
09-09-1993,0,8.24,95.12
10-09-1993,5,8.38,98.54
11-09-1993,0,8.41,96.86
12-09-1993,17,8.37,112.36
13-09-1993,2,8.46,112.47
14-09-1993,4,8.45,114.64
15-09-1993,0,8.53,112.73
16-09-1993,3,8.56,113.86
17-09-1993,19,8.62,131.12
18-09-1993,5,8.49,134.02
19-09-1993,1,8.57,132.82
20-09-1993,37,8.23,168.01
21-09-1993,60,8.15,225.81
22-09-1993,61,6.81,284.42
23-09-1993,5,7.5,285.73
24-09-1993,6,8.42,288
25-09-1993,3,8.29,287.17
26-09-1993,10,8.42,293.38
27-09-1993,7,8.4,296.44
28-09-1993,4,8.47,296.4
29-09-1993,22,8.4,314.51
30-09-1993,39,7.91,349.57
01-10-1993,19,7.93,363.97
02-10-1993,21,7.98,380.18
03-10-1993,0,7.98,374.92
04-10-1993,0,7.98,369.5
05-10-1993,0,7.99,364.41
06-10-1993,0,7.99,359.32
07-10-1993,0,7.99,354.23
08-10-1993,0,7.99,348.83
09-10-1993,0,7.99,344.06
10-10-1993,0,7.99,339.28
11-10-1993,0,8,334.5
12-10-1993,0,8,329.72
13-10-1993,0,8,324.94
14-10-1993,0,8,320.17
15-10-1993,0,8,315.39
16-10-1993,0,8,310.61
17-10-1993,0,8.01,305.83
18-10-1993,0,8.01,301.06
19-10-1993,0,8.01,296.28
20-10-1993,59,8.01,351.16
21-10-1993,0,8.01,345.72
22-10-1993,35,8.02,375.68
23-10-1993,55,8.02,425.47
24-10-1993,38,8.02,457.46
25-10-1993,12,8.02,462.73
26-10-1993,35,8.02,491.13
27-10-1993,0,8.02,483.76
28-10-1993,22,8.03,498.62
29-10-1993,31,8.03,522.34
30-10-1993,18,8.03,532.58
31-10-1993,21,8.18,545.64
01-11-1993,26,8.42,563.53
02-11-1993,26,8.08,581.13
03-11-1993,11,7.9,583.28
04-11-1993,0,7.94,574.18
05-11-1993,0,8.3,565.08
06-11-1993,0,8.4,555.98
07-11-1993,4,8.43,550.92
08-11-1993,16,8.52,557.96
09-11-1993,0,8.49,548.63
10-11-1993,0,8.53,539.31
11-11-1993,0,8.57,529.99
12-11-1993,16,8.54,536.84
13-11-1993,0,8.56,527.34
14-11-1993,0,8.59,517.84
15-11-1993,3,8.55,511.38
16-11-1993,41,8.37,543.3
17-11-1993,199,4.57,734.52
18-11-1993,46,5.83,768.82
19-11-1993,37,6.89,793.53
20-11-1993,41,6.79,821.88
21-11-1993,4,7.83,812.36
22-11-1993,5,7.86,803.8
23-11-1993,5,8.14,795.19
24-11-1993,0,8.6,781.47
25-11-1993,0,8.62,767.74
26-11-1993,0,8.63,754.02
27-11-1993,0,8.65,740.3
28-11-1993,0,8.67,726.58
29-11-1993,0,8.68,712.86
30-11-1993,0,8.7,699.13
01-12-1993,0,8.72,685.41
02-12-1993,0,8.73,671.69
03-12-1993,0,8.75,657.97
04-12-1993,0,8.6,643.98
05-12-1993,0,8.45,630.2
06-12-1993,0,8.3,616.98
07-12-1993,0,8.16,603.73
08-12-1993,0,8.01,590.89
09-12-1993,0,7.86,577.99
10-12-1993,4,7.71,569.24
11-12-1993,0,7.71,556.22
12-12-1993,0,7.7,543.56
13-12-1993,0,7.7,530.89
14-12-1993,0,7.69,518.31
15-12-1993,0,7.69,505.7
16-12-1993,0,7.68,492.94
17-12-1993,0,7.68,480.56
18-12-1993,0,7.67,468.27
19-12-1993,0,7.67,455.59
20-12-1993,0,7.78,443.07
21-12-1993,0,7.89,431.2
22-12-1993,0,7.99,420.63
23-12-1993,0,8.1,410.11
24-12-1993,5,8.21,404.74
25-12-1993,9,8.43,403.32
26-12-1993,21,8.51,414.08
27-12-1993,0,8.29,403.48
28-12-1993,0,8.36,392.72
29-12-1993,18,8.31,400.22
30-12-1993,0,8.41,389.98
31-12-1993,0,8.5,379.92
01-01-1994,0,8.5,370.33
02-01-1994,3,8.51,363.78
03-01-1994,2,8.65,356.18
04-01-1994,0,8.66,346.53
05-01-1994,0,8.66,336.89
06-01-1994,0,8.75,327.24
07-01-1994,0,8.76,317.6
08-01-1994,0,8.77,307.96
09-01-1994,0,8.78,298.31
10-01-1994,0,8.78,288.67
11-01-1994,0,8.79,279.02
12-01-1994,0,8.8,269.38
13-01-1994,0,8.81,259.73
14-01-1994,0,8.82,250.09
15-01-1994,0,8.84,240.44
16-01-1994,6,8.9,236.87
17-01-1994,0,8.85,227.16
18-01-1994,27,8.81,244.09
19-01-1994,0,8.93,234.73
20-01-1994,0,8.95,224.99
21-01-1994,0,8.96,215.41
22-01-1994,0,8.98,206.63
23-01-1994,0,9,198.57
24-01-1994,0,9.03,190.38
25-01-1994,0,9.06,182.97
26-01-1994,0,9.11,175.31
27-01-1994,0,9.12,167.8
28-01-1994,0,9.13,160.78
29-01-1994,0,9.14,153.92
30-01-1994,0,9.15,147.24
31-01-1994,0,9.17,140.86
01-02-1994,0,9.19,134.92
02-02-1994,0,9.21,129.23
03-02-1994,0,9.23,123.54
04-02-1994,0,9.25,117.86
05-02-1994,0,9.27,112.12
06-02-1994,2,9.29,108.32
07-02-1994,0,9.27,102.83
08-02-1994,14,9.19,111.5
09-02-1994,7,9.15,112.93
10-02-1994,0,9.21,107.03
11-02-1994,0,9.25,101.49
12-02-1994,0,9.25,95.94
13-02-1994,0,9.24,90.37
14-02-1994,0,9.36,84.4
15-02-1994,0,9.28,77.13
16-02-1994,27,9.37,101.08
17-02-1994,0,9.27,98.03
18-02-1994,53,8.77,148.94
19-02-1994,3,8.74,149.58
20-02-1994,0,8.66,147.18
21-02-1994,0,8.72,144.83
22-02-1994,9,8.88,151.7
23-02-1994,0,8.81,149.37
24-02-1994,0,8.93,147.03
25-02-1994,0,8.89,144.7
26-02-1994,0,8.99,142.37
27-02-1994,0,9.06,140.03
28-02-1994,3,9.12,140.73
01-03-1994,6,9.14,144.43
02-03-1994,3,9.21,145.03
03-03-1994,0,9.13,142.57
04-03-1994,0,9.27,140.1
05-03-1994,0,9.22,137.63
06-03-1994,0,9.29,135.17
07-03-1994,0,9.29,132.7
08-03-1994,0,9.47,130.23
09-03-1994,0,9.49,127.77
10-03-1994,0,9.46,125.26
11-03-1994,0,9.51,122.83
12-03-1994,0,9.46,120.41
13-03-1994,0,9.6,117.99
14-03-1994,0,9.65,115.57
15-03-1994,57,9.19,170.78
16-03-1994,0,9.18,167.72
17-03-1994,0,9.18,164.67
18-03-1994,0,9.21,161.61
19-03-1994,0,9.11,158.56
20-03-1994,0,9.14,155.5
21-03-1994,4,9.19,156.49
22-03-1994,10,9.29,163.5
23-03-1994,0,9.31,160.29
24-03-1994,0,9.39,157.02
25-03-1994,0,9.43,153.77
26-03-1994,0,9.42,150.48
27-03-1994,1,9.4,148.67
28-03-1994,80,9.06,226.72
29-03-1994,82,7.12,305.71
30-03-1994,3,7.73,304.31
31-03-1994,0,8.29,299.84
01-04-1994,7,8.4,302.46
02-04-1994,0,8.49,297.88
03-04-1994,0,8.55,293.34
04-04-1994,0,8.56,288.86
05-04-1994,0,8.59,284.37
06-04-1994,0,8.66,279.88
07-04-1994,0,8.75,275.39
08-04-1994,0,8.78,270.9
09-04-1994,0,8.79,266.41
10-04-1994,0,8.84,261.92
11-04-1994,0,8.99,257.43
12-04-1994,0,8.96,252.94
13-04-1994,0,8.89,248.46
14-04-1994,0,8.94,243.97
15-04-1994,0,8.94,239.48
16-04-1994,0,9.07,234.92
17-04-1994,0,9.11,230.5
18-04-1994,0,9.17,225.78
19-04-1994,0,9.22,221.66
20-04-1994,0,9.21,217.53
21-04-1994,0,9.24,213.41
22-04-1994,0,9.27,209.29
23-04-1994,0,9.31,205.17
24-04-1994,0,9.33,201.04
25-04-1994,0,9.39,196.92
26-04-1994,0,9.38,192.8
27-04-1994,0,9.48,188.68
28-04-1994,0,9.51,184.56
29-04-1994,0,9.47,180.43
30-04-1994,0,9.5,176.31
01-05-1994,0,9.54,172.19
02-05-1994,0,9.6,168.07
03-05-1994,0,9.67,163.94
04-05-1994,0,9.5,159.82
05-05-1994,0,9.26,155.7
06-05-1994,0,9.31,151.58
07-05-1994,0,9.33,147.43
08-05-1994,0,9.42,143.33
09-05-1994,0,9.46,139.08
10-05-1994,0,9.5,135.06
11-05-1994,0,9.53,131.19
12-05-1994,11,9.51,138.44
13-05-1994,0,9.66,134.46
14-05-1994,0,9.76,130.47
15-05-1994,0,9.69,126.48
16-05-1994,0,9.87,122.49
17-05-1994,0,9.89,118.2
18-05-1994,0,9.92,114.51
19-05-1994,0,9.95,110.23
20-05-1994,0,10.07,107.1
21-05-1994,0,10.04,104.03
22-05-1994,0,9.85,100.97
23-05-1994,0,9.93,97.8
24-05-1994,0,9.81,94.83
25-05-1994,0,9.8,91.87
26-05-1994,0,9.8,88.9
27-05-1994,0,9.73,85.93
28-05-1994,0,9.82,82.97
29-05-1994,0,9.74,79.97
30-05-1994,0,9.85,76.97
31-05-1994,0,9.89,74.07
01-06-1994,0,9.79,71.23
02-06-1994,0,9.85,68.4
03-06-1994,0,9.84,65.57
04-06-1994,0,9.9,62.73
05-06-1994,0,10.14,59.9
06-06-1994,0,10,57.07
07-06-1994,0,9.9,54.23
08-06-1994,0,10.03,51.4
09-06-1994,0,9.97,48.57
10-06-1994,0,9.87,45.73
11-06-1994,0,9.93,42.9
12-06-1994,0,9.98,40.07
13-06-1994,0,10.19,36.6
14-06-1994,0,10.06,34.4
15-06-1994,0,10.07,32.2
16-06-1994,0,10.07,30
17-06-1994,0,10.01,27.8
18-06-1994,0,10,25.6
19-06-1994,0,10.11,23.36
20-06-1994,0,10.18,21.09
21-06-1994,0,10.16,19.04
22-06-1994,0,10.37,17
23-06-1994,0,10.16,14.96
24-06-1994,0,10.32,12.91
25-06-1994,0,10.29,10.86
26-06-1994,0,10.4,7.93
27-06-1994,0,10.31,5.88
28-06-1994,0,10.38,5.61
29-06-1994,0,10.23,5.41
30-06-1994,0,10.43,5.13
01-07-1994,0,10.41,5.01
02-07-1994,0,10.5,4.89
03-07-1994,0,10.54,4.77
04-07-1994,6,10.41,10.71
05-07-1994,0,10.43,10.52
06-07-1994,0,10.61,10.33
07-07-1994,0,10.71,10.14
08-07-1994,0,10.64,9.96
09-07-1994,0,10.77,9.77
10-07-1994,0,10.85,9.58
11-07-1994,0,10.79,9.39
12-07-1994,0,10.87,9.2
13-07-1994,0,10.86,9.01
14-07-1994,0,10.91,8.82
15-07-1994,0,11.21,8.63
16-07-1994,0,10.99,8.44
17-07-1994,0,11.01,8.26
18-07-1994,0,11.11,8.07
19-07-1994,0,11.14,7.88
20-07-1994,0,11.21,7.69
21-07-1994,0,11.26,7.5
22-07-1994,0,11.32,7.31
23-07-1994,0,11.27,7.12
24-07-1994,3,11.24,9.97
25-07-1994,0,11.42,9.74
26-07-1994,0,11.37,9.52
27-07-1994,4,11.4,13.34
28-07-1994,0,11.48,13.08
29-07-1994,0,11.49,12.81
30-07-1994,0,11.42,12.54
31-07-1994,0,11.48,12.28
01-08-1994,0,11.55,12.01
02-08-1994,0,11.57,11.74
03-08-1994,0,11.58,11.48
04-08-1994,0,11.6,11.21
05-08-1994,0,11.75,10.94
06-08-1994,0,11.68,10.68
07-08-1994,0,11.68,10.41
08-08-1994,0,11.57,10.14
09-08-1994,0,11.67,9.88
10-08-1994,0,11.64,9.49
11-08-1994,0,11.73,9.34
12-08-1994,35,11.47,44.59
13-08-1994,5,11.44,49.11
14-08-1994,106,11.1,155.7
15-08-1994,8,10.97,162.02
16-08-1994,43,8.38,203.64
17-08-1994,2,8.45,203.33
18-08-1994,0,8.66,200.98
19-08-1994,27,8.5,225.92
20-08-1994,4,8.73,227.31
21-08-1994,23,8.56,247.87
22-08-1994,0,8.63,244.91
23-08-1994,0,8.68,241.96
24-08-1994,6,8.73,245.07
25-08-1994,34,8.67,276.42
26-08-1994,20,8.6,293.24
27-08-1994,23,8.52,312.88
28-08-1994,41,8.05,350.46
29-08-1994,68,7.13,414.88
30-08-1994,31,7.33,441.13
31-08-1994,34,7.68,470.08
01-09-1994,12,8.15,476.4
02-09-1994,7,8.25,477.53
03-09-1994,2,8.45,473.53
04-09-1994,1,8.6,468.5
05-09-1994,5,8.75,467.5
06-09-1994,0,8.78,461.39
07-09-1994,2,8.76,457.3
08-09-1994,84,7.8,536.1
09-09-1994,0,8.14,529.03
10-09-1994,24,8.3,546.23
11-09-1994,11,8.48,550.02
12-09-1994,0,8.6,542.57
13-09-1994,0,8.75,535.11
14-09-1994,0,8.7,527.66
15-09-1994,5,8.73,525.26
16-09-1994,17,8.7,534.93
17-09-1994,0,8.74,527.23
18-09-1994,3,8.79,522.57
19-09-1994,1,8.9,515.84
20-09-1994,19,8.84,527.31
21-09-1994,0,8.87,519.36
22-09-1994,0,8.89,511.4
23-09-1994,31,8.71,534.79
24-09-1994,87,8.6,614.46
25-09-1994,106,6.53,712.37
26-09-1994,8,7.43,710.01
27-09-1994,58,7.73,758.12
28-09-1994,54,7.28,801.54
29-09-1994,21,7.93,811
30-09-1994,104,6.73,904.14
01-10-1994,55,6.33,946.59
02-10-1994,26,7.33,959.03
03-10-1994,14,8.05,959.19
04-10-1994,6,8.25,951.1
05-10-1994,10,8.61,946.99
06-10-1994,24,8.37,956.92
07-10-1994,21,8.49,963.56
08-10-1994,16,8.5,964.9
09-10-1994,38,8.2,988.31
10-10-1994,11,8.3,984
11-10-1994,15,8.55,983.61
12-10-1994,1,8.58,968.9
13-10-1994,10,8.67,963.28
14-10-1994,3,8.77,950.47
15-10-1994,3,8.78,937.62
16-10-1994,5,8.83,926.77
17-10-1994,1,8.87,911.81
18-10-1994,4,8.83,899.88
19-10-1994,5,8.88,888.91
20-10-1994,1,8.98,873.84
21-10-1994,45,8.65,903.26
22-10-1994,109,6.25,996.84
23-10-1994,22,7.15,1001.32
24-10-1994,0,8.05,983.31
25-10-1994,26,8.25,991.54
26-10-1994,0,8.35,973.29
27-10-1994,3,8.65,958.07
28-10-1994,0,8.57,939.78
29-10-1994,7,8.65,928.57
30-10-1994,1,8.68,911.21
31-10-1994,4,8.65,896.88
01-11-1994,6,8.7,884.52
02-11-1994,10,8.65,876.14
03-11-1994,2,8.68,859.57
04-11-1994,1,8.71,841.96
05-11-1994,0,8.85,823.32
06-11-1994,0,8.88,804.69
07-11-1994,3,8.85,789.09
08-11-1994,0,8.84,770.42
09-11-1994,6,8.89,757.82
10-11-1994,14,8.91,752.86
11-11-1994,91,7.41,826.31
12-11-1994,18,7.85,823.88
13-11-1994,44,7.39,849.8
14-11-1994,34,7.55,864.82
15-11-1994,4,8.18,850.07
16-11-1994,13,8.52,844.41
17-11-1994,6,8.55,831.23
18-11-1994,27,8.52,839.78
19-11-1994,2,8.45,822.58
20-11-1994,4,8.6,807.89
21-11-1994,3,8.68,792.14
22-11-1994,25,8.48,798.54
23-11-1994,1,8.53,780.16
24-11-1994,0,8.61,761.28
25-11-1994,0,8.7,742.59
26-11-1994,4,8.87,728
27-11-1994,6,8.89,715.54
28-11-1994,33,8.73,731.49
29-11-1994,14,8.62,728.17
30-11-1994,0,8.69,711.16
01-12-1994,7,8.74,701.41
02-12-1994,61,8.05,746.32
03-12-1994,30,8.25,759.24
04-12-1994,0,8.44,741.47
05-12-1994,0,8.73,723.8
06-12-1994,0,8.75,706.11
07-12-1994,0,8.78,687.53
08-12-1994,0,8.81,670.82
09-12-1994,0,8.84,653.84
10-12-1994,0,8.86,637.28
11-12-1994,0,8.89,620.96
12-12-1994,41,8.92,646.09
13-12-1994,31,8.25,660.66
14-12-1994,11,8.6,654.6
15-12-1994,4,8.71,641.27
16-12-1994,1,8.82,625.23
17-12-1994,3,8.84,611.18
18-12-1994,42,8.37,636.58
19-12-1994,5,8.58,623.91
20-12-1994,5,8.7,611.61
21-12-1994,0,8.54,594.2
22-12-1994,0,8.38,576.44
23-12-1994,0,8.22,558.41
24-12-1994,0,8.06,541.13
25-12-1994,0,7.9,526.12
26-12-1994,0,7.74,510.64
27-12-1994,59,7.58,555.51
28-12-1994,23,7.48,564.29
29-12-1994,11,8.28,559.99
30-12-1994,0,8.59,546.14
31-12-1994,4,8.67,537.28
01-01-1995,73,7.76,598.56
02-01-1995,106,6.13,692.63
03-01-1995,11,7.24,689.5
04-01-1995,0,8.25,675.08
05-01-1995,30,8.28,691.29
06-01-1995,1,8.53,678.13
07-01-1995,80,7.45,744.78
08-01-1995,5,8.03,735.42
09-01-1995,0,8.54,721.03
10-01-1995,34,8.3,741.34
11-01-1995,2,8.52,728.83
12-01-1995,9,8.63,723.57
13-01-1995,1,8.82,710.14
14-01-1995,1,8.86,696.72
15-01-1995,1,8.87,683.39
16-01-1995,8,8.9,677.1
17-01-1995,55,8.21,718.28
18-01-1995,50,7.75,753.89
19-01-1995,1,8.28,738.92
20-01-1995,2,8.66,724.74
21-01-1995,0,8.82,710.7
22-01-1995,1,8.89,698.16
23-01-1995,0,8.84,684.3
24-01-1995,3,8.9,674.06
25-01-1995,0,8.96,660.71
26-01-1995,4,8.95,651.48
27-01-1995,51,8.78,689.64
28-01-1995,35,8.28,711.21
29-01-1995,160,5.03,858.76
30-01-1995,9,6.55,851.87
31-01-1995,33,7.47,869.17
01-02-1995,0,8.42,852.93
02-02-1995,0,8.67,836.73
03-02-1995,13,8.75,833.7
04-02-1995,9,8.73,826.48
05-02-1995,0,8.83,810.02
06-02-1995,0,8.9,793.63
07-02-1995,0,8.89,777.18
08-02-1995,15,8.85,775.87
09-02-1995,0,8.93,758.52
10-02-1995,7,8.94,750.08
11-02-1995,0,8.97,734.39
12-02-1995,1,8.72,720.31
13-02-1995,17,8.47,723.11
14-02-1995,0,8.4,708.48
15-02-1995,11,8.44,705.19
16-02-1995,2,8.49,692.51
17-02-1995,0,8.53,678.37
18-02-1995,0,8.65,664.22
19-02-1995,4,8.62,654.18
20-02-1995,1,8.72,640.84
21-02-1995,0,8.65,627.03
22-02-1995,0,8.7,613.24
23-02-1995,0,8.67,599.46
24-02-1995,3,8.69,588.66
25-02-1995,0,8.73,574.81
26-02-1995,0,8.75,560.73
27-02-1995,0,8.8,547.23
28-02-1995,0,8.88,534.04
01-03-1995,0,8.81,520.78
02-03-1995,0,8.83,506.99
03-03-1995,0,8.84,494.22
04-03-1995,0,8.79,482.12
05-03-1995,0,8.83,470.02
06-03-1995,0,8.88,457.92
07-03-1995,0,8.95,445.82
08-03-1995,0,9.01,433.72
09-03-1995,0,9.04,421.62
10-03-1995,0,9.12,409.52
11-03-1995,0,9.11,397.42
12-03-1995,0,9.14,384.87
13-03-1995,0,9.18,372.88
14-03-1995,0,9.11,361.46
15-03-1995,0,9.2,350.23
16-03-1995,0,9.19,339.09
17-03-1995,0,9.24,327.93
18-03-1995,0,9.31,316.38
19-03-1995,0,9.33,305.7
20-03-1995,0,9.34,295.08
21-03-1995,0,9.36,284.57
22-03-1995,0,9.39,274.06
23-03-1995,0,9.35,263.54
24-03-1995,0,9.41,253.03
25-03-1995,0,9.38,242.52
26-03-1995,0,9.44,232.01
27-03-1995,0,9.49,220.84
28-03-1995,0,9.53,210.73
29-03-1995,0,9.48,201.01
30-03-1995,0,9.5,191.53
31-03-1995,0,9.42,182.01
01-04-1995,0,9.49,171.77
02-04-1995,0,9.5,161.97
03-04-1995,0,9.56,154.4
04-04-1995,0,9.45,147.08
05-04-1995,0,9.49,139.42
06-04-1995,0,9.52,132.42
07-04-1995,0,9.54,124.56
08-04-1995,0,9.52,118.41
09-04-1995,0,9.66,112.38
10-04-1995,0,9.6,105.97
11-04-1995,0,9.52,100.29
12-04-1995,0,9.54,94.56
13-04-1995,0,9.46,89.01
14-04-1995,0,9.53,83.48
15-04-1995,0,9.53,77.96
16-04-1995,0,9.53,72.37
17-04-1995,0,9.53,66.34
18-04-1995,0,9.53,60.99
19-04-1995,0,9.53,56.73
20-04-1995,0,9.53,52.48
21-04-1995,0,9.53,48.27
22-04-1995,0,9.53,44.04
23-04-1995,0,9.54,39.84
24-04-1995,0,9.54,35.61
25-04-1995,0,9.54,31.44
26-04-1995,0,9.54,27.23
27-04-1995,0,9.55,22.54
28-04-1995,0,9.55,18.6
29-04-1995,0,9.59,13.66
30-04-1995,0,9.62,12.17
01-05-1995,0,9.68,10.51
02-05-1995,0,9.65,9.59
03-05-1995,0,9.62,8.67
04-05-1995,0,9.66,7.6
05-05-1995,2,9.72,8.74
06-05-1995,0,9.7,8.04
07-05-1995,0,9.69,7.34
08-05-1995,0,9.67,6.64
09-05-1995,0,9.66,5.78
10-05-1995,0,9.64,5.24
11-05-1995,0,9.63,4.63
12-05-1995,0,9.61,4.18
13-05-1995,0,9.66,3.71
14-05-1995,0,9.68,3.08
15-05-1995,3,9.72,5.86
16-05-1995,0,9.76,5.44
17-05-1995,0,9.72,5.26
18-05-1995,0,9.78,5.11
19-05-1995,0,9.83,4.97
20-05-1995,0,9.87,4.78
21-05-1995,0,9.83,4.67
22-05-1995,0,9.89,4.58
23-05-1995,21,9.95,25.72
24-05-1995,0,9.99,25.4
25-05-1995,0,10.11,25.04
26-05-1995,0,10.14,24.76
27-05-1995,0,10.18,24.47
28-05-1995,0,10.15,24.18
29-05-1995,0,10.2,23.89
30-05-1995,0,10.22,23.6
31-05-1995,0,10.26,23.31
01-06-1995,0,10.35,23.02
02-06-1995,0,10.43,22.73
03-06-1995,0,10.33,22.44
04-06-1995,0,10.31,22.16
05-06-1995,15,10.5,37.03
06-06-1995,0,10.63,36.58
07-06-1995,0,10.61,36.12
08-06-1995,0,10.65,35.67
09-06-1995,28,10.53,63.52
10-06-1995,0,10.56,62.76
11-06-1995,0,10.56,61.99
12-06-1995,0,10.56,61.22
13-06-1995,0,10.56,60.46
14-06-1995,0,10.56,59.69
15-06-1995,0,10.57,58.92
16-06-1995,0,10.57,58.16
17-06-1995,0,10.57,57.39
18-06-1995,0,10.57,56.62
19-06-1995,0,10.57,55.86
20-06-1995,0,10.57,55.09
21-06-1995,0,10.57,54.32
22-06-1995,0,10.57,53.56
23-06-1995,0,10.57,52.79
24-06-1995,0,10.57,52.02
25-06-1995,0,10.58,51.26
26-06-1995,0,10.58,50.49
27-06-1995,0,10.58,49.72
28-06-1995,0,10.58,48.96
29-06-1995,0,10.58,48.19
30-06-1995,0,10.58,47.42
01-07-1995,0,10.58,46.66
02-07-1995,0,10.58,45.89
03-07-1995,0,10.58,45.12
04-07-1995,0,10.58,44.36
05-07-1995,0,10.59,43.59
06-07-1995,0,10.59,42.82
07-07-1995,0,10.59,42.06
08-07-1995,0,10.59,41.29
09-07-1995,0,10.59,40.52
10-07-1995,0,10.59,39.76
11-07-1995,0,10.59,38.99
12-07-1995,0,10.59,38.22
13-07-1995,0,10.59,37.46
14-07-1995,0,10.59,36.69
15-07-1995,0,10.6,35.92
16-07-1995,0,10.6,35.16
17-07-1995,0,10.6,34.39
18-07-1995,0,10.6,33.62
19-07-1995,0,10.6,32.86
20-07-1995,1,10.63,33.1
21-07-1995,0,10.36,32.32
22-07-1995,0,10.09,31.54
23-07-1995,0,9.82,30.77
24-07-1995,0,9.54,29.99
25-07-1995,0,9.27,29.21
26-07-1995,0,9,28.43
27-07-1995,0,8.73,27.66
28-07-1995,0,8.46,26.88
29-07-1995,0,8.19,26.1
30-07-1995,0,7.92,25.32
31-07-1995,0,7.65,24.54
01-08-1995,0,7.37,23.77
02-08-1995,0,7.1,22.99
03-08-1995,0,6.83,22.19
04-08-1995,0,6.56,21.43
05-08-1995,24,7.71,44.94
06-08-1995,29,7.53,73.24
07-08-1995,8,7.93,79.99
08-08-1995,18,8.3,96.76
09-08-1995,0,8.24,95.12
10-08-1995,5,8.38,98.54
11-08-1995,0,8.41,96.86
12-08-1995,17,8.37,112.36
13-08-1995,2,8.46,112.47
14-08-1995,4,8.45,114.64
15-08-1995,0,8.53,112.73
16-08-1995,3,8.56,113.86
17-08-1995,19,8.62,131.12
18-08-1995,5,8.49,134.02
19-08-1995,1,8.57,132.82
20-08-1995,37,8.23,168.01
21-08-1995,60,8.15,225.81
22-08-1995,61,6.81,284.42
23-08-1995,5,7.5,285.73
24-08-1995,6,8.42,288
25-08-1995,3,8.29,287.17
26-08-1995,10,8.42,293.38
27-08-1995,7,8.4,296.44
28-08-1995,4,8.47,296.4
29-08-1995,22,8.4,314.51
30-08-1995,39,7.91,349.57
31-08-1995,19,7.93,363.97
01-09-1995,21,7.98,380.18
02-09-1995,0,7.98,374.92
03-09-1995,0,7.98,369.5
04-09-1995,0,7.99,364.41
05-09-1995,0,7.99,359.32
06-09-1995,0,7.99,354.23
07-09-1995,0,7.99,348.83
08-09-1995,0,7.99,344.06
09-09-1995,0,7.99,339.28
10-09-1995,0,8,334.5
11-09-1995,0,8,329.72
12-09-1995,0,8,324.94
13-09-1995,0,8,320.17
14-09-1995,0,8,315.39
15-09-1995,0,8,310.61
16-09-1995,0,8.01,305.83
17-09-1995,0,8.01,301.06
18-09-1995,0,8.01,296.28
19-09-1995,59,8.01,351.16
20-09-1995,0,8.01,345.72
21-09-1995,35,8.02,375.68
22-09-1995,55,8.02,425.47
23-09-1995,38,8.02,457.46
24-09-1995,12,8.02,462.73
25-09-1995,35,8.02,491.13
26-09-1995,0,8.02,483.76
27-09-1995,22,8.03,498.62
28-09-1995,31,8.03,522.34
29-09-1995,18,8.03,532.58
30-09-1995,21,8.18,545.64
01-10-1995,26,8.42,563.53
02-10-1995,26,8.08,581.13
03-10-1995,11,7.9,583.28
04-10-1995,0,7.94,574.18
05-10-1995,0,8.3,565.08
06-10-1995,0,8.4,555.98
07-10-1995,4,8.43,550.92
08-10-1995,16,8.52,557.96
09-10-1995,0,8.49,548.63
10-10-1995,0,8.53,539.31
11-10-1995,0,8.57,529.99
12-10-1995,16,8.54,536.84
13-10-1995,0,8.56,527.34
14-10-1995,0,8.59,517.84
15-10-1995,3,8.55,511.38
16-10-1995,41,8.37,543.3
17-10-1995,199,4.57,734.52
18-10-1995,46,5.83,768.82
19-10-1995,37,6.89,793.53
20-10-1995,41,6.79,821.88
21-10-1995,4,7.83,812.36
22-10-1995,5,7.86,803.8
23-10-1995,5,8.14,795.19
24-10-1995,0,8.6,781.47
25-10-1995,0,8.62,767.74
26-10-1995,0,8.63,754.02
27-10-1995,0,8.65,740.3
28-10-1995,0,8.67,726.58
29-10-1995,0,8.68,712.86
30-10-1995,0,8.7,699.13
31-10-1995,0,8.72,685.41
