date,rainfall,gwl,api
26-08-1998,0,8.57,939.78
27-08-1998,7,8.65,928.57
28-08-1998,1,8.68,911.21
29-08-1998,4,8.65,896.88
30-08-1998,6,8.7,884.52
31-08-1998,10,8.65,876.14
01-09-1998,2,8.68,859.57
02-09-1998,1,8.71,841.96
03-09-1998,0,8.85,823.32
04-09-1998,0,8.88,804.69
05-09-1998,3,8.85,789.09
06-09-1998,0,8.84,770.42
07-09-1998,6,8.89,757.82
08-09-1998,14,8.91,752.86
09-09-1998,91,7.41,826.31
10-09-1998,18,7.85,823.88
11-09-1998,44,7.39,849.8
12-09-1998,34,7.55,864.82
13-09-1998,4,8.18,850.07
14-09-1998,13,8.52,844.41
15-09-1998,6,8.55,831.23
16-09-1998,27,8.52,839.78
17-09-1998,2,8.45,822.58
18-09-1998,4,8.6,807.89
19-09-1998,3,8.68,792.14
20-09-1998,25,8.48,798.54
21-09-1998,1,8.53,780.16
22-09-1998,0,8.61,761.28
23-09-1998,0,8.7,742.59
24-09-1998,4,8.87,728
25-09-1998,6,8.89,715.54
26-09-1998,33,8.73,731.49
27-09-1998,14,8.62,728.17
28-09-1998,0,8.69,711.16
29-09-1998,7,8.74,701.41
30-09-1998,61,8.05,746.32
01-10-1998,30,8.25,759.24
02-10-1998,0,8.44,741.47
03-10-1998,0,8.73,723.8
04-10-1998,0,8.75,706.11
05-10-1998,0,8.78,687.53
06-10-1998,0,8.81,670.82
07-10-1998,0,8.84,653.84
08-10-1998,0,8.86,637.28
09-10-1998,0,8.89,620.96
10-10-1998,41,8.92,646.09
11-10-1998,31,8.25,660.66
12-10-1998,11,8.6,654.6
13-10-1998,4,8.71,641.27
14-10-1998,1,8.82,625.23
15-10-1998,3,8.84,611.18
16-10-1998,42,8.37,636.58
17-10-1998,5,8.58,623.91
18-10-1998,5,8.7,611.61
19-10-1998,0,8.54,594.2
20-10-1998,0,8.38,576.44
21-10-1998,0,8.22,558.41
22-10-1998,0,8.06,541.13
23-10-1998,0,7.9,526.12
24-10-1998,0,7.74,510.64
25-10-1998,59,7.58,555.51
26-10-1998,23,7.48,564.29
27-10-1998,11,8.28,559.99
28-10-1998,0,8.59,546.14
29-10-1998,4,8.67,537.28
30-10-1998,73,7.76,598.56
31-10-1998,106,6.13,692.63
01-11-1998,11,7.24,689.5
02-11-1998,0,8.25,675.08
03-11-1998,30,8.28,691.29
04-11-1998,1,8.53,678.13
05-11-1998,80,7.45,744.78
06-11-1998,5,8.03,735.42
07-11-1998,0,8.54,721.03
08-11-1998,34,8.3,741.34
09-11-1998,2,8.52,728.83
10-11-1998,9,8.63,723.57
11-11-1998,1,8.82,710.14
12-11-1998,1,8.86,696.72
13-11-1998,1,8.87,683.39
14-11-1998,8,8.9,677.1
15-11-1998,55,8.21,718.28
16-11-1998,50,7.75,753.89
17-11-1998,1,8.28,738.92
18-11-1998,2,8.66,724.74
19-11-1998,0,8.82,710.7
20-11-1998,1,8.89,698.16
21-11-1998,0,8.84,684.3
22-11-1998,3,8.9,674.06
23-11-1998,0,8.96,660.71
24-11-1998,4,8.95,651.48
25-11-1998,51,8.78,689.64
26-11-1998,35,8.28,711.21
27-11-1998,160,5.03,858.76
28-11-1998,9,6.55,851.87
29-11-1998,33,7.47,869.17
30-11-1998,0,8.42,852.93
01-12-1998,0,8.67,836.73
02-12-1998,13,8.75,833.7
03-12-1998,9,8.73,826.48
04-12-1998,0,8.83,810.02
05-12-1998,0,8.9,793.63
06-12-1998,0,8.89,777.18
07-12-1998,15,8.85,775.87
08-12-1998,0,8.93,758.52
09-12-1998,7,8.94,750.08
10-12-1998,0,8.97,734.39
11-12-1998,1,8.72,720.31
12-12-1998,17,8.47,723.11
13-12-1998,0,8.4,708.48
14-12-1998,11,8.44,705.19
15-12-1998,2,8.49,692.51
16-12-1998,0,8.53,678.37
17-12-1998,0,8.65,664.22
18-12-1998,4,8.62,654.18
19-12-1998,1,8.72,640.84
20-12-1998,0,8.65,627.03
21-12-1998,0,8.7,613.24
22-12-1998,0,8.67,599.46
23-12-1998,3,8.69,588.66
24-12-1998,0,8.73,574.81
25-12-1998,0,8.75,560.73
26-12-1998,0,8.8,547.23
27-12-1998,0,8.88,534.04
28-12-1998,0,8.81,520.78
29-12-1998,0,8.83,506.99
30-12-1998,0,8.84,494.22
31-12-1998,0,8.79,482.12
01-01-1999,0,8.83,470.02
02-01-1999,0,8.88,457.92
03-01-1999,0,8.95,445.82
04-01-1999,0,9.01,433.72
05-01-1999,0,9.04,421.62
06-01-1999,0,9.12,409.52
07-01-1999,0,9.11,397.42
08-01-1999,0,9.14,384.87
09-01-1999,0,9.18,372.88
10-01-1999,0,9.11,361.46
11-01-1999,0,9.2,350.23
12-01-1999,0,9.19,339.09
13-01-1999,0,9.24,327.93
14-01-1999,0,9.31,316.38
15-01-1999,0,9.33,305.7
16-01-1999,0,9.34,295.08
17-01-1999,0,9.36,284.57
18-01-1999,0,9.39,274.06
19-01-1999,0,9.35,263.54
20-01-1999,0,9.41,253.03
21-01-1999,0,9.38,242.52
22-01-1999,0,9.44,232.01
23-01-1999,0,9.49,220.84
24-01-1999,0,9.53,210.73
25-01-1999,0,9.48,201.01
26-01-1999,0,9.5,191.53
27-01-1999,0,9.42,182.01
28-01-1999,0,9.49,171.77
29-01-1999,0,9.5,161.97
30-01-1999,0,9.56,154.4
31-01-1999,0,9.45,147.08
01-02-1999,0,9.49,139.42
02-02-1999,0,9.52,132.42
03-02-1999,0,9.54,124.56
04-02-1999,0,9.52,118.41
05-02-1999,0,9.66,112.38
06-02-1999,0,9.6,105.97
07-02-1999,0,9.52,100.29
08-02-1999,0,9.54,94.56
09-02-1999,0,9.46,89.01
10-02-1999,0,9.53,83.48
11-02-1999,0,9.53,77.96
12-02-1999,0,9.53,72.37
13-02-1999,0,9.53,66.34
14-02-1999,0,9.53,60.99
15-02-1999,0,9.53,56.73
16-02-1999,0,9.53,52.48
17-02-1999,0,9.53,48.27
18-02-1999,0,9.53,44.04
19-02-1999,0,9.54,39.84
20-02-1999,0,9.54,35.61
21-02-1999,0,9.54,31.44
22-02-1999,0,9.54,27.23
23-02-1999,0,9.55,22.54
24-02-1999,0,9.55,18.6
25-02-1999,0,9.59,13.66
26-02-1999,0,9.62,12.17
27-02-1999,0,9.68,10.51
28-02-1999,0,9.65,9.59
01-03-1999,0,9.62,8.67
02-03-1999,0,9.66,7.6
03-03-1999,2,9.72,8.74
04-03-1999,0,9.7,8.04
05-03-1999,0,9.69,7.34
06-03-1999,0,9.67,6.64
07-03-1999,0,9.66,5.78
08-03-1999,0,9.64,5.24
09-03-1999,0,9.63,4.63
10-03-1999,0,9.61,4.18
11-03-1999,0,9.66,3.71
12-03-1999,0,9.68,3.08
13-03-1999,3,9.72,5.86
14-03-1999,0,9.76,5.44
15-03-1999,0,9.72,5.26
16-03-1999,0,9.78,5.11
17-03-1999,0,9.83,4.97
18-03-1999,0,9.87,4.78
19-03-1999,0,9.83,4.67
20-03-1999,0,9.89,4.58
21-03-1999,21,9.95,25.72
22-03-1999,0,9.99,25.4
23-03-1999,0,10.11,25.04
24-03-1999,0,10.14,24.76
25-03-1999,0,10.18,24.47
26-03-1999,0,10.15,24.18
27-03-1999,0,10.2,23.89
28-03-1999,0,10.22,23.6
29-03-1999,0,10.26,23.31
30-03-1999,0,10.35,23.02
31-03-1999,0,10.43,22.73
01-04-1999,0,10.33,22.44
02-04-1999,0,10.31,22.16
03-04-1999,15,10.5,37.03
04-04-1999,0,10.63,36.58
05-04-1999,0,10.61,36.12
06-04-1999,0,10.65,35.67
07-04-1999,28,10.53,63.52
08-04-1999,0,10.56,62.76
09-04-1999,0,10.56,61.99
10-04-1999,0,10.56,61.22
11-04-1999,0,10.56,60.46
12-04-1999,0,10.56,59.69
13-04-1999,0,10.57,58.92
14-04-1999,0,10.57,58.16
15-04-1999,0,10.57,57.39
16-04-1999,0,10.57,56.62
17-04-1999,0,10.57,55.86
18-04-1999,0,10.57,55.09
19-04-1999,0,10.57,54.32
20-04-1999,0,10.57,53.56
21-04-1999,0,10.57,52.79
22-04-1999,0,10.57,52.02
23-04-1999,0,10.58,51.26
24-04-1999,0,10.58,50.49
25-04-1999,0,10.58,49.72
26-04-1999,0,10.58,48.96
27-04-1999,0,10.58,48.19
28-04-1999,0,10.58,47.42
29-04-1999,0,10.58,46.66
30-04-1999,0,10.58,45.89
01-05-1999,0,10.58,45.12
02-05-1999,0,10.58,44.36
03-05-1999,0,10.59,43.59
04-05-1999,0,10.59,42.82
05-05-1999,0,10.59,42.06
06-05-1999,0,10.59,41.29
07-05-1999,0,10.59,40.52
08-05-1999,0,10.59,39.76
09-05-1999,0,10.59,38.99
10-05-1999,0,10.59,38.22
11-05-1999,0,10.59,37.46
12-05-1999,0,10.59,36.69
13-05-1999,0,10.6,35.92
14-05-1999,0,10.6,35.16
15-05-1999,0,10.6,34.39
16-05-1999,0,10.6,33.62
17-05-1999,0,10.6,32.86
18-05-1999,1,10.63,33.1
19-05-1999,0,10.36,32.32
20-05-1999,0,10.09,31.54
21-05-1999,0,9.82,30.77
22-05-1999,0,9.54,29.99
23-05-1999,0,9.27,29.21
24-05-1999,0,9,28.43
25-05-1999,0,8.73,27.66
26-05-1999,0,8.46,26.88
27-05-1999,0,8.19,26.1
28-05-1999,0,7.92,25.32
29-05-1999,0,7.65,24.54
30-05-1999,0,7.37,23.77
31-05-1999,0,7.1,22.99
01-06-1999,0,6.83,22.19
02-06-1999,0,6.56,21.43
03-06-1999,24,7.71,44.94
04-06-1999,29,7.53,73.24
05-06-1999,8,7.93,79.99
06-06-1999,18,8.3,96.76
07-06-1999,0,8.24,95.12
08-06-1999,5,8.38,98.54
09-06-1999,0,8.41,96.86
10-06-1999,17,8.37,112.36
11-06-1999,2,8.46,112.47
12-06-1999,4,8.45,114.64
13-06-1999,0,8.53,112.73
14-06-1999,3,8.56,113.86
15-06-1999,19,8.62,131.12
16-06-1999,5,8.49,134.02
17-06-1999,1,8.57,132.82
18-06-1999,37,8.23,168.01
19-06-1999,60,8.15,225.81
20-06-1999,61,6.81,284.42
21-06-1999,5,7.5,285.73
22-06-1999,6,8.42,288
23-06-1999,3,8.29,287.17
24-06-1999,10,8.42,293.38
25-06-1999,7,8.4,296.44
26-06-1999,4,8.47,296.4
27-06-1999,22,8.4,314.51
28-06-1999,39,7.91,349.57
29-06-1999,19,7.93,363.97
30-06-1999,21,7.98,380.18
01-07-1999,0,7.98,374.92
02-07-1999,0,7.98,369.5
03-07-1999,0,7.99,364.41
04-07-1999,0,7.99,359.32
05-07-1999,0,7.99,354.23
06-07-1999,0,7.99,348.83
07-07-1999,0,7.99,344.06
08-07-1999,0,7.99,339.28
09-07-1999,0,8,334.5
10-07-1999,0,8,329.72
11-07-1999,0,8,324.94
12-07-1999,0,8,320.17
13-07-1999,0,8,315.39
14-07-1999,0,8,310.61
15-07-1999,0,8.01,305.83
16-07-1999,0,8.01,301.06
17-07-1999,0,8.01,296.28
18-07-1999,59,8.01,351.16
19-07-1999,0,8.01,345.72
20-07-1999,35,8.02,375.68
21-07-1999,55,8.02,425.47
22-07-1999,38,8.02,457.46
23-07-1999,12,8.02,462.73
24-07-1999,35,8.02,491.13
25-07-1999,0,8.02,483.76
26-07-1999,22,8.03,498.62
27-07-1999,31,8.03,522.34
28-07-1999,18,8.03,532.58
29-07-1999,21,8.18,545.64
30-07-1999,26,8.42,563.53
31-07-1999,26,8.08,581.13
01-08-1999,11,7.9,583.28
02-08-1999,0,7.94,574.18
03-08-1999,0,8.3,565.08
04-08-1999,0,8.4,555.98
05-08-1999,4,8.43,550.92
06-08-1999,16,8.52,557.96
07-08-1999,0,8.49,548.63
08-08-1999,0,8.53,539.31
09-08-1999,0,8.57,529.99
10-08-1999,16,8.54,536.84
11-08-1999,0,8.56,527.34
12-08-1999,0,8.59,517.84
13-08-1999,3,8.55,511.38
14-08-1999,41,8.37,543.3
15-08-1999,199,4.57,734.52
16-08-1999,46,5.83,768.82
17-08-1999,37,6.89,793.53
18-08-1999,41,6.79,821.88
19-08-1999,4,7.83,812.36
20-08-1999,5,7.86,803.8
21-08-1999,5,8.14,795.19
22-08-1999,0,8.6,781.47
23-08-1999,0,8.62,767.74
24-08-1999,0,8.63,754.02
25-08-1999,0,8.65,740.3
26-08-1999,0,8.67,726.58
27-08-1999,0,8.68,712.86
28-08-1999,0,8.7,699.13
29-08-1999,0,8.72,685.41
30-08-1999,0,8.73,671.69
31-08-1999,0,8.75,657.97
01-09-1999,0,8.6,643.98
02-09-1999,0,8.45,630.2
03-09-1999,0,8.3,616.98
04-09-1999,0,8.16,603.73
05-09-1999,0,8.01,590.89
06-09-1999,0,7.86,577.99
07-09-1999,4,7.71,569.24
08-09-1999,0,7.71,556.22
09-09-1999,0,7.7,543.56
10-09-1999,0,7.7,530.89
11-09-1999,0,7.69,518.31
12-09-1999,0,7.69,505.7
13-09-1999,0,7.68,492.94
14-09-1999,0,7.68,480.56
15-09-1999,0,7.67,468.27
16-09-1999,0,7.67,455.59
17-09-1999,0,7.78,443.07
18-09-1999,0,7.89,431.2
19-09-1999,0,7.99,420.63
20-09-1999,0,8.1,410.11
21-09-1999,5,8.21,404.74
22-09-1999,9,8.43,403.32
23-09-1999,21,8.51,414.08
24-09-1999,0,8.29,403.48
25-09-1999,0,8.36,392.72
26-09-1999,18,8.31,400.22
27-09-1999,0,8.41,389.98
28-09-1999,0,8.5,379.92
29-09-1999,0,8.5,370.33
30-09-1999,3,8.51,363.78
01-10-1999,2,8.65,356.18
02-10-1999,0,8.66,346.53
03-10-1999,0,8.66,336.89
04-10-1999,0,8.75,327.24
05-10-1999,0,8.76,317.6
06-10-1999,0,8.77,307.96
07-10-1999,0,8.78,298.31
08-10-1999,0,8.78,288.67
09-10-1999,0,8.79,279.02
10-10-1999,0,8.8,269.38
11-10-1999,0,8.81,259.73
12-10-1999,0,8.82,250.09
13-10-1999,0,8.84,240.44
14-10-1999,6,8.9,236.87
15-10-1999,0,8.85,227.16
16-10-1999,27,8.81,244.09
17-10-1999,0,8.93,234.73
18-10-1999,0,8.95,224.99
19-10-1999,0,8.96,215.41
20-10-1999,0,8.98,206.63
21-10-1999,0,9,198.57
22-10-1999,0,9.03,190.38
23-10-1999,0,9.06,182.97
24-10-1999,0,9.11,175.31
25-10-1999,0,9.12,167.8
26-10-1999,0,9.13,160.78
27-10-1999,0,9.14,153.92
28-10-1999,0,9.15,147.24
29-10-1999,0,9.17,140.86
30-10-1999,0,9.19,134.92
31-10-1999,0,9.21,129.23
01-11-1999,0,9.23,123.54
02-11-1999,0,9.25,117.86
03-11-1999,0,9.27,112.12
04-11-1999,2,9.29,108.32
05-11-1999,0,9.27,102.83
06-11-1999,14,9.19,111.5
07-11-1999,7,9.15,112.93
08-11-1999,0,9.21,107.03
09-11-1999,0,9.25,101.49
10-11-1999,0,9.25,95.94
11-11-1999,0,9.24,90.37
12-11-1999,0,9.36,84.4
13-11-1999,0,9.28,77.13
14-11-1999,27,9.37,101.08
15-11-1999,0,9.27,98.03
16-11-1999,53,8.77,148.94
17-11-1999,3,8.74,149.58
18-11-1999,0,8.66,147.18
19-11-1999,0,8.72,144.83
20-11-1999,9,8.88,151.7
21-11-1999,0,8.81,149.37
22-11-1999,0,8.93,147.03
23-11-1999,0,8.89,144.7
24-11-1999,0,8.99,142.37
25-11-1999,0,9.06,140.03
26-11-1999,3,9.12,140.73
27-11-1999,6,9.14,144.43
28-11-1999,3,9.21,145.03
29-11-1999,0,9.13,142.57
30-11-1999,0,9.27,140.1
01-12-1999,0,9.22,137.63
02-12-1999,0,9.29,135.17
03-12-1999,0,9.29,132.7
04-12-1999,0,9.47,130.23
05-12-1999,0,9.49,127.77
06-12-1999,0,9.46,125.26
07-12-1999,0,9.51,122.83
08-12-1999,0,9.46,120.41
09-12-1999,0,9.6,117.99
10-12-1999,0,9.65,115.57
11-12-1999,57,9.19,170.78
12-12-1999,0,9.18,167.72
13-12-1999,0,9.18,164.67
14-12-1999,0,9.21,161.61
15-12-1999,0,9.11,158.56
16-12-1999,0,9.14,155.5
17-12-1999,4,9.19,156.49
18-12-1999,10,9.29,163.5
19-12-1999,0,9.31,160.29
20-12-1999,0,9.39,157.02
21-12-1999,0,9.43,153.77
22-12-1999,0,9.42,150.48
23-12-1999,1,9.4,148.67
24-12-1999,80,9.06,226.72
25-12-1999,82,7.12,305.71
26-12-1999,3,7.73,304.31
27-12-1999,0,8.29,299.84
28-12-1999,7,8.4,302.46
29-12-1999,0,8.49,297.88
30-12-1999,0,8.55,293.34
31-12-1999,0,8.56,288.86
01-01-2000,0,8.59,284.37
02-01-2000,0,8.66,279.88
03-01-2000,0,8.75,275.39
04-01-2000,0,8.78,270.9
05-01-2000,0,8.79,266.41
06-01-2000,0,8.84,261.92
07-01-2000,0,8.99,257.43
08-01-2000,0,8.96,252.94
09-01-2000,0,8.89,248.46
10-01-2000,0,8.94,243.97
11-01-2000,0,8.94,239.48
12-01-2000,0,9.07,234.92
13-01-2000,0,9.11,230.5
14-01-2000,0,9.17,225.78
15-01-2000,0,9.22,221.66
16-01-2000,0,9.21,217.53
17-01-2000,0,9.24,213.41
18-01-2000,0,9.27,209.29
19-01-2000,0,9.31,205.17
20-01-2000,0,9.33,201.04
21-01-2000,0,9.39,196.92
22-01-2000,0,9.38,192.8
23-01-2000,0,9.48,188.68
24-01-2000,0,9.51,184.56
25-01-2000,0,9.47,180.43
26-01-2000,0,9.5,176.31
27-01-2000,0,9.54,172.19
28-01-2000,0,9.6,168.07
29-01-2000,0,9.67,163.94
30-01-2000,0,9.5,159.82
31-01-2000,0,9.26,155.7
01-02-2000,0,9.31,151.58
02-02-2000,0,9.33,147.43
03-02-2000,0,9.42,143.33
04-02-2000,0,9.46,139.08
05-02-2000,0,9.5,135.06
06-02-2000,0,9.53,131.19
07-02-2000,11,9.51,138.44
08-02-2000,0,9.66,134.46
09-02-2000,0,9.76,130.47
10-02-2000,0,9.69,126.48
11-02-2000,0,9.87,122.49
12-02-2000,0,9.89,118.2
13-02-2000,0,9.92,114.51
14-02-2000,0,9.95,110.23
15-02-2000,0,10.07,107.1
16-02-2000,0,10.04,104.03
17-02-2000,0,9.85,100.97
18-02-2000,0,9.93,97.8
19-02-2000,0,9.81,94.83
20-02-2000,0,9.8,91.87
21-02-2000,0,9.8,88.9
22-02-2000,0,9.73,85.93
23-02-2000,0,9.82,82.97
24-02-2000,0,9.74,79.97
25-02-2000,0,9.85,76.97
26-02-2000,0,9.89,74.07
27-02-2000,0,9.79,71.23
28-02-2000,0,9.85,68.4
29-02-2000,0,9.84,65.57
01-03-2000,0,9.9,62.73
02-03-2000,0,10.14,59.9
03-03-2000,0,10,57.07
04-03-2000,0,9.9,54.23
05-03-2000,0,10.03,51.4
06-03-2000,0,9.97,48.57
07-03-2000,0,9.87,45.73
08-03-2000,0,9.93,42.9
09-03-2000,0,9.98,40.07
10-03-2000,0,10.19,36.6
11-03-2000,0,10.06,34.4
12-03-2000,0,10.07,32.2
13-03-2000,0,10.07,30
14-03-2000,0,10.01,27.8
15-03-2000,0,10,25.6
16-03-2000,0,10.11,23.36
17-03-2000,0,10.18,21.09
18-03-2000,0,10.16,19.04
19-03-2000,0,10.37,17
20-03-2000,0,10.16,14.96
21-03-2000,0,10.32,12.91
22-03-2000,0,10.29,10.86
23-03-2000,0,10.4,7.93
24-03-2000,0,10.31,5.88
25-03-2000,0,10.38,5.61
26-03-2000,0,10.23,5.41
27-03-2000,0,10.43,5.13
28-03-2000,0,10.41,5.01
29-03-2000,0,10.5,4.89
30-03-2000,0,10.54,4.77
31-03-2000,6,10.41,10.71
01-04-2000,0,10.43,10.52
02-04-2000,0,10.61,10.33
03-04-2000,0,10.71,10.14
04-04-2000,0,10.64,9.96
05-04-2000,0,10.77,9.77
06-04-2000,0,10.85,9.58
07-04-2000,0,10.79,9.39
08-04-2000,0,10.87,9.2
09-04-2000,0,10.86,9.01
10-04-2000,0,10.91,8.82
11-04-2000,0,11.21,8.63
12-04-2000,0,10.99,8.44
13-04-2000,0,11.01,8.26
14-04-2000,0,11.11,8.07
15-04-2000,0,11.14,7.88
16-04-2000,0,11.21,7.69
17-04-2000,0,11.26,7.5
18-04-2000,0,11.32,7.31
19-04-2000,0,11.27,7.12
20-04-2000,3,11.24,9.97
21-04-2000,0,11.42,9.74
22-04-2000,0,11.37,9.52
23-04-2000,4,11.4,13.34
24-04-2000,0,11.48,13.08
25-04-2000,0,11.49,12.81
26-04-2000,0,11.42,12.54
27-04-2000,0,11.48,12.28
28-04-2000,0,11.55,12.01
29-04-2000,0,11.57,11.74
30-04-2000,0,11.58,11.48
01-05-2000,0,11.6,11.21
02-05-2000,0,11.75,10.94
03-05-2000,0,11.68,10.68
04-05-2000,0,11.68,10.41
05-05-2000,0,11.57,10.14
06-05-2000,0,11.67,9.88
07-05-2000,0,11.64,9.49
08-05-2000,0,11.73,9.34
09-05-2000,35,11.47,44.59
10-05-2000,5,11.44,49.11
11-05-2000,106,11.1,155.7
12-05-2000,8,10.97,162.02
13-05-2000,43,8.38,203.64
14-05-2000,2,8.45,203.33
15-05-2000,0,8.66,200.98
16-05-2000,27,8.5,225.92
17-05-2000,4,8.73,227.31
18-05-2000,23,8.56,247.87
19-05-2000,0,8.63,244.91
20-05-2000,0,8.68,241.96
21-05-2000,6,8.73,245.07
22-05-2000,34,8.67,276.42
23-05-2000,20,8.6,293.24
24-05-2000,23,8.52,312.88
25-05-2000,41,8.05,350.46
26-05-2000,68,7.13,414.88
27-05-2000,31,7.33,441.13
28-05-2000,34,7.68,470.08
29-05-2000,12,8.15,476.4
30-05-2000,7,8.25,477.53
31-05-2000,2,8.45,473.53
01-06-2000,1,8.6,468.5
02-06-2000,5,8.75,467.5
03-06-2000,0,8.78,461.39
04-06-2000,2,8.76,457.3
05-06-2000,84,7.8,536.1
06-06-2000,0,8.14,529.03
07-06-2000,24,8.3,546.23
08-06-2000,11,8.48,550.02
09-06-2000,0,8.6,542.57
10-06-2000,0,8.75,535.11
11-06-2000,0,8.7,527.66
12-06-2000,5,8.73,525.26
13-06-2000,17,8.7,534.93
14-06-2000,0,8.74,527.23
15-06-2000,3,8.79,522.57
16-06-2000,1,8.9,515.84
17-06-2000,19,8.84,527.31
18-06-2000,0,8.87,519.36
19-06-2000,0,8.89,511.4
20-06-2000,31,8.71,534.79
21-06-2000,87,8.6,614.46
22-06-2000,106,6.53,712.37
23-06-2000,8,7.43,710.01
24-06-2000,58,7.73,758.12
25-06-2000,54,7.28,801.54
26-06-2000,21,7.93,811
27-06-2000,104,6.73,904.14
28-06-2000,55,6.33,946.59
29-06-2000,26,7.33,959.03
30-06-2000,14,8.05,959.19
01-07-2000,6,8.25,951.1
02-07-2000,10,8.61,946.99
03-07-2000,24,8.37,956.92
04-07-2000,21,8.49,963.56
05-07-2000,16,8.5,964.9
06-07-2000,38,8.2,988.31
07-07-2000,11,8.3,984
08-07-2000,15,8.55,983.61
09-07-2000,1,8.58,968.9
10-07-2000,10,8.67,963.28
11-07-2000,3,8.77,950.47
12-07-2000,3,8.78,937.62
13-07-2000,5,8.83,926.77
14-07-2000,1,8.87,911.81
15-07-2000,4,8.83,899.88
16-07-2000,5,8.88,888.91
17-07-2000,1,8.98,873.84
18-07-2000,45,8.65,903.26
19-07-2000,109,6.25,996.84
20-07-2000,22,7.15,1001.32
21-07-2000,0,8.05,983.31
22-07-2000,26,8.25,991.54
23-07-2000,0,8.35,973.29
24-07-2000,3,8.65,958.07
25-07-2000,0,8.57,939.78
26-07-2000,7,8.65,928.57
27-07-2000,1,8.68,911.21
28-07-2000,4,8.65,896.88
29-07-2000,6,8.7,884.52
30-07-2000,10,8.65,876.14
31-07-2000,2,8.68,859.57
01-08-2000,1,8.71,841.96
02-08-2000,0,8.85,823.32
03-08-2000,0,8.88,804.69
04-08-2000,3,8.85,789.09
05-08-2000,0,8.84,770.42
06-08-2000,6,8.89,757.82
07-08-2000,14,8.91,752.86
08-08-2000,91,7.41,826.31
09-08-2000,18,7.85,823.88
10-08-2000,44,7.39,849.8
11-08-2000,34,7.55,864.82
12-08-2000,4,8.18,850.07
13-08-2000,13,8.52,844.41
14-08-2000,6,8.55,831.23
15-08-2000,27,8.52,839.78
16-08-2000,2,8.45,822.58
17-08-2000,4,8.6,807.89
18-08-2000,3,8.68,792.14
19-08-2000,25,8.48,798.54
20-08-2000,1,8.53,780.16
21-08-2000,0,8.61,761.28
22-08-2000,0,8.7,742.59
23-08-2000,4,8.87,728
24-08-2000,6,8.89,715.54
25-08-2000,33,8.73,731.49
26-08-2000,14,8.62,728.17
27-08-2000,0,8.69,711.16
28-08-2000,7,8.74,701.41
29-08-2000,61,8.05,746.32
30-08-2000,30,8.25,759.24
31-08-2000,0,8.44,741.47
01-09-2000,0,8.73,723.8
02-09-2000,0,8.75,706.11
03-09-2000,0,8.78,687.53
04-09-2000,0,8.81,670.82
05-09-2000,0,8.84,653.84
06-09-2000,0,8.86,637.28
07-09-2000,0,8.89,620.96
08-09-2000,41,8.92,646.09
09-09-2000,31,8.25,660.66
10-09-2000,11,8.6,654.6
11-09-2000,4,8.71,641.27
12-09-2000,1,8.82,625.23
13-09-2000,3,8.84,611.18
14-09-2000,42,8.37,636.58
15-09-2000,5,8.58,623.91
16-09-2000,5,8.7,611.61
17-09-2000,0,8.54,594.2
18-09-2000,0,8.38,576.44
19-09-2000,0,8.22,558.41
20-09-2000,0,8.06,541.13
21-09-2000,0,7.9,526.12
22-09-2000,0,7.74,510.64
23-09-2000,59,7.58,555.51
24-09-2000,23,7.48,564.29
25-09-2000,11,8.28,559.99
26-09-2000,0,8.59,546.14
27-09-2000,4,8.67,537.28
28-09-2000,73,7.76,598.56
29-09-2000,106,6.13,692.63
30-09-2000,11,7.24,689.5
01-10-2000,0,8.25,675.08
02-10-2000,30,8.28,691.29
03-10-2000,1,8.53,678.13
04-10-2000,80,7.45,744.78
05-10-2000,5,8.03,735.42
06-10-2000,0,8.54,721.03
07-10-2000,34,8.3,741.34
08-10-2000,2,8.52,728.83
09-10-2000,9,8.63,723.57
10-10-2000,1,8.82,710.14
11-10-2000,1,8.86,696.72
12-10-2000,1,8.87,683.39
13-10-2000,8,8.9,677.1
14-10-2000,55,8.21,718.28
15-10-2000,50,7.75,753.89
16-10-2000,1,8.28,738.92
17-10-2000,2,8.66,724.74
18-10-2000,0,8.82,710.7
19-10-2000,1,8.89,698.16
20-10-2000,0,8.84,684.3
21-10-2000,3,8.9,674.06
22-10-2000,0,8.96,660.71
23-10-2000,4,8.95,651.48
24-10-2000,51,8.78,689.64
25-10-2000,35,8.28,711.21
26-10-2000,160,5.03,858.76
27-10-2000,9,6.55,851.87
28-10-2000,33,7.47,869.17
29-10-2000,0,8.42,852.93
30-10-2000,0,8.67,836.73
31-10-2000,13,8.75,833.7
01-11-2000,9,8.73,826.48
02-11-2000,0,8.83,810.02
03-11-2000,0,8.9,793.63
04-11-2000,0,8.89,777.18
05-11-2000,15,8.85,775.87
06-11-2000,0,8.93,758.52
07-11-2000,7,8.94,750.08
08-11-2000,0,8.97,734.39
09-11-2000,1,8.72,720.31
10-11-2000,17,8.47,723.11
11-11-2000,0,8.4,708.48
12-11-2000,11,8.44,705.19
13-11-2000,2,8.49,692.51
14-11-2000,0,8.53,678.37
15-11-2000,0,8.65,664.22
16-11-2000,4,8.62,654.18
17-11-2000,1,8.72,640.84
18-11-2000,0,8.65,627.03
19-11-2000,0,8.7,613.24
20-11-2000,0,8.67,599.46
21-11-2000,3,8.69,588.66
22-11-2000,0,8.73,574.81
23-11-2000,0,8.75,560.73
24-11-2000,0,8.8,547.23
25-11-2000,0,8.88,534.04
26-11-2000,0,8.81,520.78
