TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-07-15,21.342096,310.168,33.41463,74.5988,,
2024-07-16,21.619464000000004,321.0918,34.59146,157.4329,,
2024-07-17,22.777704000000004,369.3999,39.79573,592.4322,,
2024-07-18,23.716488,411.8782,44.37195,528.1628999999999,,
2024-07-19,24.481536,448.7248,48.34146,463.8653,,
2024-07-20,25.075896,478.8077,51.58232,385.729,,
2024-07-21,25.4508,498.4762,53.70122,265.2842,,
2024-07-22,25.661112,509.7113,54.91159,167.73409999999998,,
2024-07-23,25.8318,518.9937,55.91159,145.179,,
2024-07-24,25.93848,524.7952,56.53659,104.9364,,
2024-07-25,26.051256,531.0495,57.21037,110.2002,,
2024-07-26,26.231088000000003,541.0394,58.28659,153.4709,,
2024-07-27,26.730960000000003,569.5092,61.35366,367.4755,,
2024-07-28,27.084528,590.1399,63.57622,276.8306,,
2024-07-29,27.261312,600.6675,64.71037,159.95159999999998,,
2024-07-30,27.605736,621.468,66.95122,281.7548,,
2024-07-31,28.120848,653.3620999999999,70.3872,410.2651,,
2024-08-01,28.401264000000005,671.1628,72.30488,242.5593,,
2024-08-02,,,,,,
2024-08-03,28.794456,696.6610999999999,75.05183,175.0638,,
2024-08-04,28.86456,701.2456999999999,75.54573,86.68289999999999,,
2024-08-05,28.934664000000005,705.8586,76.04268,86.5697,,
2024-08-06,28.998672000000003,710.1035999999999,76.5,81.7021,,
2024-08-07,29.020008,711.5186,76.65244,47.9402,,
2024-08-08,29.096208,716.6125999999999,77.20122,90.7298,,
2024-08-09,29.135832000000004,719.2728,77.4878,62.5713,,
2024-08-10,29.190696,722.9235,77.8811,74.0611,,
2024-08-11,29.187648000000003,722.7253999999999,77.85976,29.5169,,
2024-08-12,29.205936,723.9422999999999,77.99085,45.9026,,
2024-08-13,29.263848000000003,727.8194,78.40854,76.693,,
2024-08-14,29.346144,733.4227999999999,79.0122,96.7011,,
2024-08-15,29.373576000000003,735.2905999999999,79.21341,53.4587,,
2024-08-16,29.461968,741.2901999999999,79.85976,96.9841,,
2024-08-17,29.461968,741.2901999999999,79.85976,96.9841,,
2024-08-18,29.51988,745.2239,80.28354,32.5167,,
2024-08-19,29.513784,744.8276999999999,80.24085,61.3544,,
2024-08-20,29.559504000000004,747.9407,80.57622,86.3716,,
2024-08-21,29.644848000000003,753.8553999999999,81.21341,95.1446,,
2024-08-22,29.663136,755.1006,81.34756,41.6859,,
2024-08-23,29.736288,760.1945999999999,81.89634,108.4173,,
2024-08-24,29.70276,757.874,81.64634,43.8367,,
2024-08-25,29.70276,757.874,81.64634,43.8367,,
2024-08-26,29.669232,755.5251,81.39329,48.1949,,
2024-08-27,29.663136,755.1006,81.34756,70.58019999999999,,
2024-08-28,29.611320000000003,751.5348,80.96341,41.3746,,
2024-08-29,29.574744000000003,748.9878,80.68902,63.7033,,
2024-08-30,29.51988,745.2522,80.28659,50.5155,,
2024-08-31,29.51988,745.2522,80.28659,89.85249999999999,,
2024-09-01,29.471112,741.9128,79.92683,49.9495,,
2024-09-02,29.449776000000004,740.4694999999999,79.77134,74.6271,,
2024-09-03,29.422344,738.6016999999999,79.57012,69.7029,,
2024-09-04,29.379672000000003,735.6868,79.2561,57.5905,,
2024-09-05,29.309568,730.9323999999999,78.7439,41.1199,,
2024-09-06,29.309568,730.9323999999999,78.7439,41.1199,,
2024-09-07,29.193744,723.1216,77.90244,52.072,,
2024-09-08,29.132784,719.0464,77.46341,49.6665,,
2024-09-09,29.032200000000003,712.3393,76.74085,16.4423,,
2024-09-10,28.97124,708.2641,76.30183,46.9214,,
2024-09-11,28.916376000000003,704.6417,75.91159,52.1852,,
2024-09-12,28.827984,698.8684999999999,75.28963,27.2529,,
2024-09-13,28.739592,693.067,74.66463,26.9133,,
2024-09-14,28.739592,693.067,74.66463,26.9133,,
2024-09-15,28.55976,681.3791,73.40549,25.9228,,
2024-09-16,28.45308,674.5022,72.66463,14.433,,
2024-09-17,28.340304000000003,667.2574,71.88415,10.1597,,
2024-09-18,28.218384,659.5314999999999,71.05183,5.207199999999999,,
2024-09-19,28.218384,659.5314999999999,71.05183,5.207199999999999,,
2024-09-20,28.044648,648.5511,69.8689,17.4045,,
2024-09-21,27.953208,642.8628,69.2561,29.5452,,
2024-09-22,27.82824,635.1086,68.42073,5.6317,,
2024-09-23,27.700224,627.2129,67.57012,3.962,,
2024-09-24,27.578304000000003,619.7982999999999,66.77134,9.5371,,
2024-09-25,27.450288,611.9875,65.92988,4.9242,,
2024-09-26,27.343608,605.5917,65.24085,18.4516,,
2024-09-27,27.273504000000003,601.4033,64.78963,43.9782,,
2024-09-28,27.200352,597.0168,64.31707,40.1577,,
2024-09-29,27.139392000000004,593.3944,63.92683,47.7138,,
2024-09-30,27.06624,589.0645,63.46037,39.5068,,
2024-10-01,27.075384,589.6021999999999,63.51829,94.9748,,
2024-10-02,27.075384,589.6021999999999,63.51829,94.9748,,
2024-10-03,26.926032000000003,580.8575,62.57622,20.6307,,
2024-10-04,26.828496,575.1125999999999,61.95732,22.2155,,
2024-10-05,26.785824,572.6505,61.69207,60.2224,,
2024-10-06,26.724864000000004,569.1413,61.31402,48.11,,
2024-10-07,26.697432000000003,567.5848,61.14634,67.97659999999999,,
2024-10-08,26.651712,564.9529,60.8628,56.8547,,
2024-10-09,26.679144,566.5094,61.03049,101.314,,
2024-10-10,26.627328,563.5378999999999,60.71037,48.676,,
2024-10-11,26.627328,563.5378999999999,60.71037,48.676,,
2024-10-12,26.5938,561.6134999999999,60.50305,60.7884,,
2024-10-13,26.54808,558.9816,60.21951,62.6562,,
2024-10-14,26.627328,563.5378999999999,60.71037,101.8234,,
2024-10-15,26.788872,572.8485999999999,61.71341,145.0658,,
2024-10-16,26.788872,572.8485999999999,61.71341,145.0658,,
2024-10-17,26.788872,572.8485999999999,61.71341,145.0658,,
