TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-06-01,12.658344,212.9575,38.55811,5.6034,,
2024-06-02,12.658344,212.9575,38.55811,5.6034,,
2024-06-03,12.658344,212.9575,38.55811,5.6034,,
2024-06-04,12.707112,214.6838,38.87067,33.337399999999995,,
2024-06-05,12.707112,214.6838,38.87067,33.337399999999995,,
2024-06-06,12.783312,217.3723,39.35745,19.6685,,
2024-06-07,12.783312,217.3723,39.35745,19.6685,,
2024-06-08,12.652248,212.7594,38.52224,12.169,,
2024-06-09,12.89304,221.3343,40.07481,46.9214,,
2024-06-10,12.89304,221.3343,40.07481,46.9214,,
2024-06-11,13.066776,227.6735,41.22259,58.5244,,
2024-06-12,14.712696,294.0087,53.23324,64.0429,,
2024-06-13,13.347192,238.286,43.14409,81.02289999999999,,
2024-06-14,13.438632000000002,241.7952,43.77946,51.9305,,
2024-06-15,13.438632000000002,241.7952,43.77946,51.9305,,
2024-06-16,13.597128,248.0778,44.91699,43.299,,
2024-06-17,13.636752,249.6343,45.19881,29.3471,,
2024-06-18,13.636752,249.6343,45.19881,29.3471,,
2024-06-19,13.667232000000002,250.8512,45.41914,19.6119,,
2024-06-20,13.679424,251.3323,45.50625,16.8102,,
2024-06-21,13.706856,252.4077,45.70096,23.8003,,
2024-06-22,13.743432000000002,253.8793,45.96741,28.3,,
2024-06-23,13.743432000000002,253.8793,45.96741,28.3,,
2024-06-24,13.77696,255.2377,46.21336,35.3467,,
2024-06-25,13.831824,257.4734,46.61816,56.8264,,
2024-06-26,14.118336,269.1613,48.73437,166.2625,,
2024-06-27,14.407896,281.1322,50.90182,169.8849,,
2024-06-28,15.307056,319.9315,57.92683,480.4491,,
2024-06-29,16.309848,366.3718,66.33531,569.1979,,
2024-06-30,16.309848,366.3718,66.33531,569.1979,,
2024-07-01,16.309848,366.3718,66.33531,569.1979,,
2024-07-02,17.6784,434.8295,78.73027,157.34799999999998,,
2024-07-03,18.1356,458.3751,82.99344,318.9127,,
2024-07-04,18.452592,474.9589,85.99611,277.5381,,
2024-07-05,18.69948,488.2316,88.39926,194.5342,,
2024-07-06,18.934176,501.1647,90.74093,235.4843,,
2024-07-07,18.934176,501.1647,90.74093,235.4843,,
2024-07-08,18.934176,501.1647,90.74093,235.4843,,
2024-07-09,19.168872,514.3242,93.12359,133.3213,,
2024-07-10,19.33956,524.1726,94.90674,173.98839999999998,,
2024-07-11,19.409664,528.2478,95.6446,182.6199,,
2024-07-12,19.409664,528.2478,95.6446,144.83939999999998,,
2024-07-13,19.424904,529.1251,95.80344,155.1123,,
2024-07-14,19.424904,529.1251,95.80344,155.1123,,
2024-07-15,19.424904,529.1251,95.80344,155.1123,,
2024-07-16,19.342608,524.3424,94.93749,415.9251,,
2024-07-17,19.312128,522.5878,94.6198,646.372,,
2024-07-18,19.312128,522.5878,94.6198,646.372,,
2024-07-19,19.129248,512.0602,92.71367,1212.0607,,
2024-07-20,18.595848,482.5433,87.36934,1396.1522,,
2024-07-21,18.824448,495.0236,89.62902,1292.1214,,
2024-07-22,18.967704,502.9759,91.06887,1114.9068,,
2024-07-23,19.32432,523.2953,94.7479,732.5455,,
2024-07-24,19.59864,539.4546,97.6737,576.9238,,
2024-07-25,19.30908,522.3897,94.58393,513.5601,,
2024-07-26,19.269456,520.0974,94.16889,451.8095,,
2024-07-27,19.284696,520.9747,94.32773,558.3307,,
2024-07-28,19.312128,522.5878,94.6198,870.7627,,
2024-07-29,19.21764,517.0693,93.62062,930.1361,,
2024-07-30,19.56816,537.6151,97.34064,575.7918,,
2024-07-31,19.812,552.3027999999999,100.0,871.7814999999999,,
2024-08-01,19.117056,511.381,92.59069,1532.0771,,
2024-08-02,,,,,,
2024-08-03,18.8976,499.0139,90.35151,1280.858,,
2024-08-04,18.778728,492.5332,89.17811,921.4197,,
2024-08-05,18.778728,492.5332,89.17811,921.4197,,
2024-08-06,19.30908,522.3897,94.58393,345.9675,,
2024-08-07,19.519392000000003,534.6718999999999,96.80775,241.8801,,
2024-08-08,19.647408,542.3695,98.20148,208.2597,,
2024-08-09,19.647408,542.3695,98.20148,183.1293,,
2024-08-10,19.629120000000004,541.2658,98.00164,170.366,,
2024-08-11,19.589496,538.8886,97.57122,155.4519,,
2024-08-12,19.528536,535.2096,96.9051,140.5378,,
2024-08-13,19.458432,531.0778,96.157,135.3306,,
2024-08-14,19.418808,528.7855,95.74196,156.3858,,
2024-08-15,19.397472,527.5403,95.5165,168.668,,
2024-08-16,19.397472,527.5403,95.5165,168.668,,
2024-08-17,19.397472,527.5403,95.5165,168.668,,
2024-08-18,19.284696,520.9747,94.32773,127.6047,,
2024-08-19,19.284696,520.9747,94.32773,127.6047,,
2024-08-20,19.2786,520.6351,94.26624,79.8343,,
2024-08-21,19.299936,521.852,94.48658,98.3142,,
2024-08-22,19.287744,521.1445,94.35848,75.7308,,
2024-08-23,19.287744,521.1445,94.35848,83.9378,,
2024-08-24,19.299936,521.852,94.48658,78.0231,,
2024-08-25,19.299936,521.852,94.48658,78.0231,,
2024-08-26,19.299936,521.852,94.48658,69.81609999999999,,
2024-08-27,19.29384,521.5124,94.42509,73.8913,,
2024-08-28,19.302984,522.0500999999999,94.52244,75.9572,,
2024-08-29,19.437096,529.8326,95.93154,174.2997,,
2024-08-30,19.498056,533.3983999999999,96.57717,139.2077,,
2024-08-31,19.552920000000004,536.6812,97.17155,187.5724,,
2024-09-01,19.647408,542.3695,98.20148,249.0966,,
2024-09-02,19.717512,546.6145,98.97008,260.3883,,
2024-09-03,19.699224,545.5108,98.77024,227.1075,,
2024-09-04,19.708368,546.0485,98.8676,246.2666,,
2024-09-05,19.717512,546.6145,98.97008,246.2666,,
2024-09-06,19.717512,546.6145,98.97008,246.2666,,
2024-09-07,19.629120000000004,541.2658,98.00164,125.7935,,
2024-09-08,19.64436,542.1997,98.17073,123.1333,,
2024-09-09,19.647408,542.3695,98.20148,114.615,,
2024-09-10,19.647408,542.3695,98.20148,112.4925,,
2024-09-11,19.717512,546.6145,98.97008,137.9059,,
2024-09-12,19.754088000000003,548.8219,99.36975,192.3268,,
2024-09-13,19.744944,548.2559,99.26727,159.2158,,
2024-09-14,19.744944,548.2559,99.26727,159.2158,,
2024-09-15,19.668744,543.6713,98.43718,80.5701,,
2024-09-16,19.616928,540.53,97.86842,62.2034,,
2024-09-17,19.616928,540.53,97.86842,62.2034,,
2024-09-18,19.616928,540.53,97.86842,62.2034,,
2024-09-19,19.616928,540.53,97.86842,62.2034,,
2024-09-20,19.559016,537.0491,97.23816,60.1092,,
2024-09-21,19.549872,536.5114,97.14081,49.4684,,
2024-09-22,19.519392000000003,534.6718999999999,96.80775,34.5543,,
2024-09-23,19.519392000000003,534.6718999999999,96.80775,34.5543,,
2024-09-24,19.464528,531.4457,96.22361,35.290099999999995,,
2024-09-25,19.427952,529.3231999999999,95.83931,31.1866,,
2024-09-26,19.409664,528.2478,95.6446,43.4971,,
2024-09-27,19.403568,527.9082,95.58311,51.7041,,
2024-09-28,19.388328,527.0026,95.41914,45.5347,,
2024-09-29,19.388328,527.0026,95.41914,45.5347,,
2024-09-30,19.333464,523.8047,94.84013,33.1959,,
2024-10-01,19.318224,522.9273999999999,94.68129,45.5064,,
2024-10-02,19.318224,522.9273999999999,94.68129,45.5064,,
2024-10-03,19.327368,523.4651,94.77864,61.9204,,
2024-10-04,19.348704,524.7103,95.0041,45.7045,,
2024-10-05,19.348704,524.7103,95.0041,39.5634,,
2024-10-06,19.342608,524.3424,94.93749,35.4599,,
2024-10-07,19.342608,524.3424,94.93749,35.4599,,
2024-10-08,19.412712,528.4176,95.67534,58.7508,,
2024-10-09,19.53768,535.7755999999999,97.00758,104.71,,
2024-10-10,19.708368,546.0485,98.8676,139.0096,,
2024-10-11,19.708368,546.0485,98.8676,139.0096,,
2024-10-12,19.708368,546.0485,98.8676,139.0096,,
2024-10-13,19.708368,546.0485,98.8676,139.0096,,
2024-10-14,19.799808,551.567,99.86678,42.5349,,
2024-10-15,19.793712,551.1990999999999,99.80016,41.7991,,
2024-10-16,19.793712,551.1990999999999,99.80016,41.7991,,
2024-10-17,19.793712,551.1990999999999,99.80016,41.7991,,
