TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-10-03,25.039320000000004,94.9182,82.8762,12.3388,,
2024-10-04,24.771096,92.8806,81.09711,11.9709,,
2024-10-05,24.49068,90.7015,79.19447,11.4898,,
2024-10-06,24.201120000000003,88.4658,77.2424,13.4991,,
2024-10-07,23.920704000000004,86.3433,75.38918,12.452,,
2024-10-08,23.78964,85.3528,74.52434,14.8858,,
2024-10-09,23.740872000000003,84.9849,74.20311,15.7348,,
2024-10-10,23.710392,84.7585,74.00544,14.9707,,
2024-10-11,23.710392,84.7585,74.00544,14.9707,,
2024-10-12,23.859744000000003,85.8905,74.99382,24.4229,,
2024-10-13,24.341328,89.54119999999999,78.18137,31.8092,,
2024-10-14,24.740616000000003,92.6259,80.87472,35.8278,,
2024-10-15,25.200864000000003,96.2483,84.03756,42.0538,,
2024-10-16,25.200864000000003,96.2483,84.03756,42.0538,,
2024-10-17,25.200864000000003,96.2483,84.03756,42.0538,,
