TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-09-23,557.078728,373.6449,98.47106,20.1213,,
2024-09-24,557.0452,372.9374,98.28461,21.6212,,
2024-09-25,557.01472,372.2865,98.11307,23.1777,,
2024-09-26,556.98424,371.6356,97.94153,22.1872,,
2024-09-27,556.9598560000001,371.1262,97.80728,24.2248,,
2024-09-28,556.92328,370.3621,97.60591,21.2533,,
2024-09-29,556.898896,369.8527,97.47166,21.9608,,
2024-09-30,556.880608,369.4565,97.36724,22.8947,,
2024-10-01,556.840984,368.6358,97.15095,5.6883,,
2024-10-02,556.840984,368.6358,97.15095,5.6883,,
2024-10-03,556.807456,367.9283,96.9645,19.6968,,
2024-10-04,556.792216,367.5887,96.875,20.2345,,
2024-10-05,556.758688,366.8812,96.68854,19.4421,,
2024-10-06,556.7343040000001,366.3718,96.5543,21.7344,,
2024-10-07,556.7343040000001,366.3718,96.5543,27.6491,,
2024-10-08,556.80136,367.7868,96.92721,37.7805,,
2024-10-09,556.78612,367.4755,96.84517,17.121499999999997,,
2024-10-10,556.813552,368.0415,96.99433,23.3192,,
2024-10-11,556.813552,368.0415,96.99433,23.3192,,
2024-10-12,556.844032,368.6924,97.16587,23.772,,
2024-10-13,557.033008,372.6827,98.21748,42.5915,,
2024-10-14,557.148832,375.1448,98.86635,41.5161,,
2024-10-15,557.191504,376.0504,99.10501,101.1159,,
2024-10-16,557.191504,376.0504,99.10501,101.1159,,
2024-10-17,557.191504,376.0504,99.10501,101.1159,,
