TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-07-08,12.259056,345.3732,13.0566,60.8167,,
2024-07-09,12.371832,350.8068,13.26201,94.5503,,
2024-07-10,12.54252,359.127,13.57655,127.9443,,
2024-07-11,12.69492,366.6548,13.86113,118.7751,,
2024-07-12,12.792456,371.4658,14.04301,87.3621,,
2024-07-13,12.89304,376.5315,14.23451,90.3053,,
2024-07-14,13.033248,383.6065,14.50198,113.5679,,
2024-07-15,13.173456,390.7664,14.77265,114.5301,,
2024-07-16,13.359384,400.3601,15.13534,143.0282,,
2024-07-17,14.26464,448.7248,16.96373,591.7529999999999,,
2024-07-18,15.249144,504.589,19.07564,678.8887,,
2024-07-19,16.800576,599.6204,22.66824,1132.5094,,
2024-07-20,18.687288,726.5742,27.46764,1502.6734,,
2024-07-21,21.003768,899.1476,33.99166,2031.2891,,
2024-07-22,22.87524,1052.76,39.79887,1812.1339,,
2024-07-23,24.9936,1244.5774,47.05039,2255.0006,,
2024-07-24,26.47188,1390.1243,52.55269,1719.8193,,
2024-07-25,27.221688,1467.8361,55.49053,935.032,,
2024-07-26,28.230576000000003,1576.2251,59.5881,1290.4234,,
2024-07-27,30.208728,1802.5119,68.14272,2655.3324,,
2024-07-28,32.823912,2127.2261,80.41832,3795.4545,,
2024-07-29,35.466528000000004,2484.2872,93.91676,4332.4753,,
2024-07-30,36.222432000000005,2593.1856,98.03359,1779.221,,
2024-07-31,36.576,2645.201,100.0,2016.8278,,
2024-08-01,36.576,2645.201,100.0,4214.3511,,
2024-08-02,,,,,,
2024-08-03,36.576,2645.201,100.0,3709.6489,,
2024-08-04,36.576,2645.201,100.0,2316.8361,,
2024-08-05,36.60648,2649.729,100.17118,2075.239,,
2024-08-06,36.576,2645.201,100.0,1422.4429,,
2024-08-07,36.576,2645.201,100.0,744.6862,,
2024-08-08,36.576,2645.201,100.0,316.8468,,
2024-08-09,36.451032000000005,2626.7777,99.30352,148.8014,,
2024-08-10,36.344352,2611.0712,98.70975,185.3084,,
2024-08-11,36.46932,2629.4945,99.40623,580.2914999999999,,
2024-08-12,36.576,2645.201,100.0,798.2864,,
2024-08-13,36.700968,2663.7658,100.70183,1137.6034,,
2024-08-14,36.59124,2647.465,100.08559,760.2511999999999,,
2024-08-15,36.576,2645.201,100.0,600.2429999999999,,
2024-08-16,36.576,2645.201,100.0,479.9114,,
2024-08-17,36.576,2645.201,100.0,479.9114,,
2024-08-18,36.576,2645.201,100.0,697.1988,,
2024-08-19,36.576,2645.201,100.0,483.2225,,
2024-08-20,36.576,2645.201,100.0,373.7864,,
2024-08-21,36.502848,2634.4187,99.59238,242.3329,,
2024-08-22,36.411408,2620.9479,99.08313,211.2029,,
2024-08-23,36.304728,2605.2414,98.48935,183.9783,,
2024-08-24,36.195,2589.1953,97.88274,183.0161,,
2024-08-25,36.195,2589.1953,97.88274,183.0161,,
2024-08-26,36.085272,2573.2058,97.27827,186.7234,,
2024-08-27,35.795712,2531.3218,95.69488,138.61339999999998,,
2024-08-28,35.649408,2510.2949,94.89997,128.7933,,
2024-08-29,35.497008,2488.6171,94.08045,121.2372,,
2024-08-30,35.362896,2469.5429,93.35937,151.3767,,
2024-08-31,35.222688000000005,2449.8178,92.61367,181.0068,,
2024-09-01,35.301936,2460.9397,93.03413,543.3317,,
2024-09-02,35.439096,2480.3818,93.76912,639.6083,,
2024-09-03,35.454336,2482.5326,93.85043,439.499,,
2024-09-04,35.475672,2485.5607,93.96491,449.6304,,
2024-09-05,35.429952,2479.08,93.71991,488.7976,,
2024-09-06,35.429952,2479.08,93.71991,488.7976,,
2024-09-07,35.393376,2473.8728,93.52306,525.0499,,
2024-09-08,35.335464,2465.6658,93.2128,475.2702,,
2024-09-09,35.18916,2445.0917,92.43501,332.1288,,
2024-09-10,35.024568,2421.9989,91.562,302.9798,,
2024-09-11,34.789872,2389.3973,90.32952,301.1686,,
2024-09-12,34.478976,2346.636,88.71296,187.3177,,
2024-09-13,34.256472,2316.3833,87.56927,329.1573,,
2024-09-14,34.256472,2316.3833,87.56927,329.1573,,
2024-09-15,33.890712,2267.1413,85.70771,414.0007,,
2024-09-16,33.762696,2250.0764,85.06259,481.4962,,
2024-09-17,33.54324,2220.9557,83.9617,341.9489,,
2024-09-18,33.17748,2173.0438,82.15042,124.4351,,
2024-09-19,33.17748,2173.0438,82.15042,124.4351,,
2024-09-20,32.36366400000001,2068.2489,78.18872,59.5998,,
2024-09-21,31.970472,2018.4692,76.30684,21.1401,,
2024-09-22,31.589472,1970.812,74.50519,41.8274,,
2024-09-23,31.202376000000005,1922.9284,72.69498,39.2238,,
2024-09-24,30.809184,1874.7901,70.87515,36.2806,,
2024-09-25,30.415992000000003,1827.3027,69.07992,43.4971,,
2024-09-26,30.153864,1795.9746,67.89558,94.9465,,
2024-09-27,29.879544000000003,1763.5428,66.66952,76.2402,,
2024-09-28,29.599128,1730.7714,65.43062,72.3348,,
2024-09-29,29.318712,1698.3962,64.2067,76.9194,,
2024-09-30,29.04744,1667.436,63.03627,92.9372,,
2024-10-01,28.980384,1659.7949999999998,62.74741,361.1929,,
2024-10-02,28.980384,1659.7949999999998,62.74741,361.1929,,
2024-10-03,28.678632000000004,1625.835,61.46357,202.4299,,
2024-10-04,28.46832,1602.4308999999998,60.5788,181.5728,,
2024-10-05,28.297632000000004,1583.5548,59.8652,233.9844,,
2024-10-06,28.22448,1575.5458999999998,59.56243,359.7779,,
2024-10-07,28.218384,1574.8667,59.53675,444.593,,
2024-10-08,28.111704000000003,1563.1788,59.0949,317.1864,,
2024-10-09,27.959304000000003,1546.595,58.46796,260.5298,,
2024-10-10,27.761184,1525.1718999999998,57.65807,204.4958,,
2024-10-11,27.761184,1525.1718999999998,57.65807,204.4958,,
2024-10-12,27.517344,1499.1076,56.67273,150.4711,,
2024-10-13,27.206448,1466.223,55.42955,182.3935,,
2024-10-14,27.407616,1487.4197,56.23088,497.9668,,
2024-10-15,27.697176,1518.3233,57.39917,439.5273,,
2024-10-16,27.697176,1518.3233,57.39917,439.5273,,
2024-10-17,27.697176,1518.3233,57.39917,439.5273,,
