TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-06-01,23.036784,280.2549,26.69056,8.3485,,
2024-06-02,23.036784,280.2549,26.69056,8.3485,,
2024-06-03,23.036784,280.2549,26.69056,8.3485,,
2024-06-04,23.018496,279.5474,26.62318,5.6883,,
2024-06-05,23.018496,279.5474,26.62318,5.6883,,
2024-06-06,23.106888,282.9151,26.94391,29.6867,,
2024-06-07,23.106888,282.9151,26.94391,29.6867,,
2024-06-08,23.112984,283.1415,26.96547,8.3202,,
2024-06-09,23.11908,283.3679,26.98704,10.9804,,
2024-06-10,23.11908,283.3679,26.98704,10.9804,,
2024-06-11,23.143464,284.3018,27.07598,14.8858,,
2024-06-12,23.213568,286.9337,27.32663,38.9408,,
2024-06-13,23.265384,288.8864,27.5126,30.9319,,
2024-06-14,23.344632,291.8862,27.79829,42.9028,,
2024-06-15,23.344632,291.8862,27.79829,42.9028,,
2024-06-16,23.45436,296.018,28.19179,25.6115,,
2024-06-17,23.48484,297.1783,28.30229,21.6212,,
2024-06-18,23.48484,297.1783,28.30229,21.6212,,
2024-06-19,23.533608,299.0178,28.47748,17.6309,,
2024-06-20,23.554944000000003,299.8385,28.55564,17.6026,,
2024-06-21,23.594568,301.3384,28.69849,25.6115,,
2024-06-22,23.655528,303.6307,28.9168,34.9222,,
2024-06-23,23.655528,303.6307,28.9168,34.9222,,
2024-06-24,23.783544000000003,308.47,29.37768,33.5921,,
2024-06-25,23.844504000000004,310.7906,29.59868,34.893899999999995,,
2024-06-26,23.923752,313.7621,29.88168,42.9028,,
2024-06-27,24.082248000000003,319.7617,30.45306,77.59859999999999,,
2024-06-28,24.33828,329.4403,31.37482,120.3316,,
2024-06-29,24.816816000000003,347.5523,33.09975,217.7685,,
2024-06-30,24.816816000000003,347.5523,33.09975,217.7685,,
2024-07-01,24.816816000000003,347.5523,33.09975,217.7685,,
2024-07-02,25.767792000000004,390.3136,37.1722,196.3454,,
2024-07-03,26.22804,414.3686,39.46312,286.8771,,
2024-07-04,26.590752,433.3296,41.2689,227.9565,,
2024-07-05,26.868120000000005,447.8475,42.65154,176.309,,
2024-07-06,27.24912,467.7707,44.54896,239.0501,,
2024-07-07,27.24912,467.7707,44.54896,239.0501,,
2024-07-08,27.24912,467.7707,44.54896,239.0501,,
2024-07-09,28.20924,517.9748999999999,49.33024,239.0784,,
2024-07-10,28.48356,532.323,50.69671,174.49779999999998,,
2024-07-11,28.74264,545.8787,51.98771,191.5061,,
2024-07-12,29.00172,559.8589,53.31914,170.33769999999998,,
2024-07-13,29.24556,574.9427999999999,54.75568,182.9312,,
