TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-06-01,25.572720000000004,356.9479,25.50554,26.8567,,
2024-06-02,25.572720000000004,356.9479,25.50554,26.8567,,
2024-06-03,25.572720000000004,356.9479,25.50554,26.8567,,
2024-06-04,25.676352,361.7589,25.84931,41.5161,,
2024-06-05,25.676352,361.7589,25.84931,41.5161,,
2024-06-06,25.743408,364.9285,26.07579,28.3283,,
2024-06-07,25.743408,364.9285,26.07579,28.3283,,
2024-06-08,25.63368,359.7779,25.70776,34.8656,,
2024-06-09,25.892760000000003,371.9469,26.57729,40.2709,,
2024-06-10,25.892760000000003,371.9469,26.57729,40.2709,,
2024-06-11,25.968960000000003,375.5976,26.83815,41.1765,,
2024-06-12,26.029920000000004,378.5408,27.04845,49.7797,,
2024-06-13,26.09088,381.5123,27.26078,49.808,,
2024-06-14,26.182320000000004,385.9271,27.57624,66.92949999999999,,
2024-06-15,26.182320000000004,385.9271,27.57624,66.92949999999999,,
2024-06-16,26.3652,395.0114,28.22535,68.6558,,
2024-06-17,26.4414,398.8036,28.49632,59.9111,,
2024-06-18,26.4414,398.8036,28.49632,59.9111,,
2024-06-19,26.578560000000003,405.7371,28.99175,52.3267,,
2024-06-20,26.60904,407.2936,29.10297,34.2147,,
2024-06-21,26.639520000000005,408.8501,29.21419,34.242999999999995,,
2024-06-22,26.676096,410.7462,29.34967,37.8654,,
2024-06-23,26.676096,410.7462,29.34967,37.8654,,
2024-06-24,26.706576,412.3027,29.46089,34.3562,,
2024-06-25,26.715720000000005,412.7555,29.49325,36.1957,,
2024-06-26,26.737056000000003,413.8592,29.57211,43.4688,,
2024-06-27,26.791920000000005,416.6892,29.77433,63.4203,,
2024-06-28,26.944320000000005,424.6981,30.3466,109.1248,,
2024-06-29,27.52344,458.1204,32.73477,380.2671,,
2024-06-30,27.52344,456.1394,32.59322,380.2671,,
2024-07-01,27.52344,456.1394,32.59322,380.2671,,
2024-07-02,29.108400000000003,551.4821,39.40589,265.1427,,
2024-07-03,29.4132,571.4053,40.82949,248.6721,,
2024-07-04,29.90088,604.3747999999999,43.18531,400.0205,,
2024-07-05,30.26664,630.1560999999999,45.0275,316.6487,,
2024-07-06,30.57144,652.2017999999999,46.60277,274.1138,,
2024-07-07,30.57144,652.2017999999999,46.60277,274.1138,,
2024-07-08,30.57144,652.2017999999999,46.60277,274.1138,,
2024-07-09,31.33344,709.9055,50.72596,238.4275,,
2024-07-10,31.516320000000004,724.3102,51.75524,186.78,,
2024-07-11,31.668720000000004,736.4226,52.62072,160.3478,,
2024-07-12,31.79064,746.3276,53.32848,173.93179999999998,,
2024-07-13,31.8516,751.3084,53.68438,132.2459,,
2024-07-14,31.8516,751.3084,53.68438,132.2459,,
