TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Inflow(m^3/s),Spill(m^3/s),Rainfall(mm)
2024-06-01,857.3873199999999,70.0425,23.41533,5.7732,,
2024-06-02,857.3873199999999,70.0425,23.41533,5.377,,
2024-06-03,857.37208,69.78779999999999,23.33018,5.8015,,
2024-06-04,857.3416,69.27839999999999,23.15989,2.8866,,
2024-06-05,857.3263599999999,69.02369999999999,23.07474,5.7449,,
2024-06-06,857.2958799999999,68.51429999999999,22.90445,2.7168,,
2024-06-07,857.28064,68.25959999999999,22.8193,5.6883,,
2024-06-08,857.2654,68.00489999999999,22.73415,5.6883,,
2024-06-09,857.2958799999999,68.51429999999999,22.90445,14.5462,,
2024-06-10,857.3568399999999,69.53309999999999,23.24503,20.4892,,
2024-06-11,857.3568399999999,69.53309999999999,23.24503,14.3764,,
2024-06-12,857.3263599999999,69.02369999999999,23.07474,8.9711,,
2024-06-13,857.2958799999999,68.51429999999999,22.90445,8.886199999999999,,
2024-06-14,857.23492,67.49549999999999,22.56386,3.0281,,
2024-06-15,857.17396,66.44839999999999,22.21381,2.9998,,
2024-06-16,857.12824,65.6843,21.95837,5.8298,,
2024-06-17,857.06728,64.6655,21.61779,2.8866,,
2024-06-18,857.0215599999999,63.9014,21.36235,5.858099999999999,,
2024-06-19,856.9910799999999,63.392,21.19205,8.8296,,
2024-06-20,856.9606,62.8826,21.02176,8.9145,,
2024-06-21,856.9453599999999,62.6279,20.93661,11.8577,,
2024-06-22,856.9453599999999,62.6279,20.93661,14.8009,,
2024-06-23,856.9453599999999,62.6279,20.93661,14.9141,,
2024-06-24,857.0215599999999,63.9014,21.36235,29.6867,,
2024-06-25,857.20444,66.9861,22.39357,56.6283,,
2024-06-26,857.61592,73.863,24.69253,106.3797,,
2024-06-27,858.19504,84.4472,28.23084,152.5087,,
2024-06-28,858.4846,89.7959,30.01892,94.9748,,
2024-06-29,858.6522399999999,92.8523,31.04068,69.8727,,
2024-06-30,858.7436799999999,94.5503,31.60833,53.7134,,
2024-07-01,858.7741599999999,95.1163,31.79754,40.6388,,
2024-07-02,858.7894,95.3993,31.89215,37.4126,,
2024-07-03,858.7436799999999,94.5503,31.60833,24.3946,,
2024-07-04,858.6827199999999,93.4183,31.2299,21.1118,,
2024-07-05,858.6065199999999,92.0316,30.76632,17.913899999999998,,
2024-07-06,858.5455599999999,90.8996,30.38789,21.0552,,
2024-07-07,858.4693599999999,89.5129,29.92431,17.772399999999998,,
2024-07-08,858.3779199999999,87.8149,29.35667,14.6877,,
2024-07-09,858.28648,86.1452,28.79849,14.6877,,
2024-07-10,858.19504,84.4472,28.23084,14.6877,,
2024-07-11,858.1340799999999,83.34349999999999,27.86187,17.517699999999998,,
2024-07-12,858.01216,81.1078,27.11447,6.961799999999999,,
2024-07-13,857.9512,79.97579999999999,26.73605,18.4799,,
2024-07-14,857.9359599999999,79.69279999999999,26.64144,28.0453,,
2024-07-15,857.9664399999999,80.2588,26.83065,37.0164,,
2024-07-16,858.6522399999999,92.8523,31.04068,177.2712,,
2024-07-17,859.20088,103.012,34.43709,152.6785,,
2024-07-18,859.56664,110.3417,36.88742,120.8693,,
2024-07-19,859.88668,116.7658,39.035,112.068,,
2024-07-20,860.1000399999999,121.0391,40.46358,88.3526,,
2024-07-21,860.2067199999999,123.1616,41.17313,64.1844,,
2024-07-22,860.2676799999999,124.4068,41.5894,53.7134,,
2024-07-23,860.2371999999999,123.7842,41.38127,32.4601,,
2024-07-24,860.19148,122.8786,41.07852,29.0075,,
2024-07-25,860.14576,121.9447,40.76632,28.1868,,
2024-07-26,860.1305199999999,121.6334,40.66225,34.8656,,
2024-07-27,860.1305199999999,121.6334,40.66225,38.2899,,
2024-07-28,860.11528,121.3504,40.56764,34.2147,,
2024-07-29,860.1305199999999,121.6334,40.66225,41.2614,,
2024-07-30,860.35912,126.218,42.19489,91.0128,,
2024-07-31,860.83156,135.8966,45.43046,151.09369999999998,,
2024-08-01,861.0449199999999,140.5378,46.98202,92.3995,,
2024-08-02,,,,,,
2024-08-03,861.2125599999999,144.1885,48.20246,51.3362,,
2024-08-04,861.2278,144.5281,48.31599,43.6103,,
2024-08-05,861.2125599999999,144.1885,48.20246,35.658,,
2024-08-06,861.16684,143.198,47.87133,28.4698,,
2024-08-07,861.1211199999999,142.20749999999998,47.54021,28.4415,,
2024-08-08,861.06016,140.8774,47.09555,24.4795,,
2024-08-09,860.9839599999999,139.2077,46.53737,24.1116,,
2024-08-10,860.8772799999999,136.8871,45.76159,17.546,,
2024-08-11,860.7706,134.5948,44.99527,15.5933,,
2024-08-12,860.6944,132.9251,44.43709,23.9701,,
2024-08-13,860.6486799999999,132.0195,44.13434,25.6964,,
2024-08-14,860.58772,130.80259999999998,43.72753,29.2905,,
2024-08-15,860.5419999999999,129.897,43.42479,33.0544,,
2024-08-16,860.48104,128.68009999999998,43.01798,29.3471,,
2024-08-17,860.48104,128.68009999999998,43.01798,29.3471,,
2024-08-18,860.35912,126.218,42.19489,28.6113,,
2024-08-19,860.2676799999999,124.4068,41.5894,20.8854,,
2024-08-20,860.2676799999999,124.4068,41.5894,6.2543,,
2024-08-21,860.4048399999999,127.1519,42.5071,34.7807,,
2024-08-22,860.5115199999999,129.2744,43.21665,27.6208,,
2024-08-23,860.5724799999999,130.4913,43.62346,17.064899999999998,,
2024-08-24,860.6029599999999,131.1139,43.8316,17.6592,,
2024-08-25,860.6029599999999,131.1139,43.8316,17.6592,,
2024-08-26,860.66392,132.33079999999998,44.23841,25.5832,,
2024-08-27,860.6486799999999,132.0195,44.13434,8.008899999999999,,
2024-08-28,860.6486799999999,132.0195,44.13434,11.4615,,
2024-08-29,860.6486799999999,132.0195,44.13434,11.4615,,
2024-08-30,860.7096399999999,133.2647,44.55061,25.8662,,
2024-08-31,860.83156,135.8966,45.43046,42.1104,,
2024-09-01,860.89252,137.2267,45.87512,26.8284,,
2024-09-02,860.9534799999999,138.55679999999998,46.31977,26.8567,,
2024-09-03,860.9992,139.5473,46.6509,21.8476,,
2024-09-04,861.0754,141.21699999999998,47.20908,30.6206,,
2024-09-05,861.13636,142.5188,47.64428,26.7718,,
2024-09-06,861.13636,142.5188,47.64428,26.7718,,
2024-09-07,861.19732,143.8489,48.08893,19.3289,,
2024-09-08,861.19732,143.8489,48.08893,22.8381,,
2024-09-09,861.16684,143.198,47.87133,15.1688,,
2024-09-10,861.1515999999999,142.8584,47.75781,18.961,,
2024-09-11,861.2125599999999,144.1885,48.20246,26.7152,,
2024-09-12,861.2887599999999,145.82989999999998,48.75118,36.0825,,
2024-09-13,861.304,146.1695,48.86471,26.7435,,
2024-09-14,861.304,146.1695,48.86471,26.7435,,
2024-09-15,861.2887599999999,145.82989999999998,48.75118,21.7061,,
2024-09-16,861.24304,144.83939999999998,48.42006,14.1217,,
2024-09-17,861.19732,143.8489,48.08893,14.1783,,
2024-09-18,861.13636,142.5188,47.64428,10.6408,,
2024-09-19,861.13636,142.5188,47.64428,10.6408,,
2024-09-20,860.86204,136.5758,45.65752,6.084499999999999,,
2024-09-21,860.72488,133.576,44.65468,9.8767,,
2024-09-22,860.58772,130.80259999999998,43.72753,12.0275,,
2024-09-23,860.42008,127.4632,42.61116,5.4619,,
2024-09-24,860.28292,124.6898,41.68401,12.5086,,
2024-09-25,860.14576,121.9447,40.76632,12.452,,
2024-09-26,860.0086,119.1996,39.84863,12.3954,,
2024-09-27,859.81048,115.2376,38.52412,,,
2024-09-28,859.6580799999999,112.1812,37.50237,8.206999999999999,,
2024-09-29,859.5514,110.0304,36.78335,16.131,,
2024-09-30,859.44472,107.8796,36.06433,16.8951,,
2024-10-01,859.3227999999999,105.4458,35.25071,12.9048,,
2024-10-02,859.3227999999999,105.4458,35.25071,12.9048,,
2024-10-03,859.0484799999999,100.1537,33.48155,9.6503,,
2024-10-04,858.9113199999999,97.635,32.63955,8.886199999999999,,
2024-10-05,858.80464,95.654,31.97729,14.2915,,
2024-10-06,858.66748,93.1353,31.13529,7.358,,
2024-10-07,858.53032,90.6166,30.29328,6.3675,,
2024-10-08,858.42364,88.6639,29.64049,12.0841,,
2024-10-09,858.3017199999999,86.42819999999999,28.89309,7.6693,,
2024-10-10,858.2102799999999,84.7302,28.32545,12.8199,,
2024-10-11,858.2102799999999,84.7302,28.32545,12.8199,,
2024-10-12,858.11884,83.06049999999999,27.76727,11.8577,,
2024-10-13,857.9512,79.97579999999999,26.73605,9.622,,
2024-10-14,857.89024,78.8438,26.35762,15.0273,,
2024-10-15,857.875,78.5891,26.27247,24.5078,,
2024-10-16,857.875,78.5891,26.27247,24.5078,,
2024-10-17,857.875,78.5891,26.27247,24.5078,,
